"Ci","Cc","Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Pci","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","A","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","PCc","gmc_at_25","gmc_tl","drawdown_cm","drawdown_cs","alpha_g","alpha_old","alpha_s","alpha_t","Gamma_star_agt","J_at_25","RL_at_25","Tp_at_25","Vcmax_at_25","J_tl","RL_tl","Tp_tl","Vcmax_tl","Ac","Aj","Ap","Ad","A_fit","Wc","Wj","Wp","Wd","Vc","atp_use","nadph_use","curvature_cj","curvature_cjp","c3_assimilation_msg","c3_optional_arguments","Ca_atmospheric","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"388","388","420","Inf","25","1","21","1800","Curve 45","38.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.4676601286713","10","0","7","0.0156761614971782","0","0.063077042439254","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","388","Inf","Inf","0","32","0.894604321506204","0","0.00845767276754304","0","3.89377834643173",NA,"5.53953242120153","5.51335659957425","63.3407747203353",NA,"5.54545711067723","5.51849916079151","63.4227515227868","18.7469756379323",NA,"11.4790557557915","Inf","11.4790557557915","24.538691057604",NA,"17.1970945009776","Inf","17.1970945009776","4","8","1","1","","",NA,"-0.0113956271201747","FALSE","FALSE","TRUE","Ap"
"473","473","420","Inf","25","1","21","1800","Curve 45","47.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.3820552716502","10","0","7","0.0156761614971782","0","0.063077042439254","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","473","Inf","Inf","0","-53","0.894604321506204","0","0.00845767276754304","0","3.89377834643173",NA,"5.53953242120153","5.51335659957425","63.3407747203353",NA,"5.54545711067723","5.51849916079151","63.4227515227868","21.8045218979532",NA,"11.392110950596","Inf","11.392110950596","27.5769953028586",NA,"17.078156978482","Inf","17.078156978482","4","8","1","1","","",NA,"-0.0100556789457151","FALSE","FALSE","TRUE","Ap"
"659","659","420","Inf","25","1","21","1800","Curve 45","65.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.277714528855","10","0","7","0.0156761614971782","0","0.063077042439254","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","659","Inf","Inf","0","-239","0.894604321506204","0","0.00845767276754304","0","3.89377834643173",NA,"5.53953242120153","5.51335659957425","63.3407747203353",NA,"5.54545711067723","5.51849916079151","63.4227515227868","27.0717544657098",NA,"11.2818511426876","Inf","11.2818511426876","32.8110796667199",NA,"16.9273253289778","Inf","16.9273253289778","4","8","1","1","","",NA,"-0.00413661383250918","FALSE","FALSE","TRUE","Ap"
"853","853","420","Inf","25","1","21","1800","Curve 45","85.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.2202107053539","10","0","7","0.0156761614971782","0","0.063077042439254","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","853","Inf","Inf","0","-433","0.894604321506204","0","0.00845767276754304","0","3.89377834643173",NA,"5.53953242120153","5.51335659957425","63.3407747203353",NA,"5.54545711067723","5.51849916079151","63.4227515227868","31.143270011092",NA,"11.2189653225182","Inf","11.2189653225182","36.8569719980659",NA,"16.8412996758727","Inf","16.8412996758727","4","8","1","1","","",NA,"0.00124538283563425","FALSE","FALSE","TRUE","Ap"
"1044","1044","420","Inf","25","1","21","1800","Curve 45","104.4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.185463818071","10","0","7","0.0156761614971782","0","0.063077042439254","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","1044","Inf","Inf","0","-624","0.894604321506204","0","0.00845767276754304","0","3.89377834643173",NA,"5.53953242120153","5.51335659957425","63.3407747203353",NA,"5.54545711067723","5.51849916079151","63.4227515227868","34.2214710345255",NA,"11.1802050282291","Inf","11.1802050282291","39.9158010203883",NA,"16.7882769177726","Inf","16.7882769177726","4","8","1","1","","",NA,"0.00525878984188743","FALSE","FALSE","TRUE","Ap"
"1329","1329","420","Inf","25","1","21","1800","Curve 45","132.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.1528708246463","10","0","7","0.0156761614971782","0","0.063077042439254","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","1329","Inf","Inf","0","-909","0.894604321506204","0","0.00845767276754304","0","3.89377834643173",NA,"5.53953242120153","5.51335659957425","63.3407747203353",NA,"5.54545711067723","5.51849916079151","63.4227515227868","37.689842714326",NA,"11.1433118902421","Inf","11.1433118902421","43.362345243332",NA,"16.7378083656906","Inf","16.7378083656906","4","8","1","1","","",NA,"0.00955893440417022","FALSE","FALSE","TRUE","Ap"
"25","25","420","Inf","25","1","21","1800","Curve 46","2.5","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-2.9225802202534","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","25","Inf","Inf","0","395",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","-2.92332576645138","-2.98701503344755",NA,"-1.98601207781179","-2.92332576645138","2.59893049417157","2.77552449909645",NA,"0","2.59893049417157","4","8","1","1","","",NA,"0.000745546197988833","TRUE","FALSE","FALSE","Ac"
"33","33","420","Inf","25","1","21","1800","Curve 46","3.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-2.09045652763283","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","33","Inf","Inf","0","387",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","-2.09036326295967","-2.09177046064714",NA,"-1.98601207781179","-2.09036326295967","3.38822390917924","3.43391482148537",NA,"0","3.38822390917924","4","8","1","1","","",NA,"-9.32646731652831e-05","TRUE","TRUE","FALSE","co-limited"
"41","41","420","Inf","25","1","21","1800","Curve 46","4.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.30209637888725","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","41","Inf","Inf","0","379",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","-1.27772232064126","-1.30219362533297",NA,"Inf","-1.30219362533297","4.15826114596816","4.01459384814195",NA,"Inf","4.01459384814195","4","8","1","1","","",NA,"9.72464457178468e-05","FALSE","TRUE","FALSE","Aj"
"47","47","420","Inf","25","1","21","1800","Curve 46","4.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.768601124672559","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","47","Inf","Inf","0","373",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","-0.681134330488595","-0.768578259569433",NA,"Inf","-0.768578259569433","4.72357227357144","4.40703095792274",NA,"Inf","4.40703095792274","4","8","1","1","","",NA,"-2.28651031264349e-05","FALSE","TRUE","FALSE","Aj"
"53","53","420","Inf","25","1","21","1800","Curve 46","5.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.278478915354264","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","53","Inf","Inf","0","367",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","-0.0952662885955218","-0.278359145174852",NA,"Inf","-0.278359145174852","5.27872545944859","4.76755313317352",NA,"Inf","4.76755313317352","4","8","1","1","","",NA,"-0.000119770179411782","FALSE","TRUE","FALSE","Aj"
"68","68","420","Inf","25","1","21","1800","Curve 46","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.788578648643308","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","68","Inf","Inf","0","352",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","1.32435853343965","0.788864878405291",NA,"Inf","0.788864878405291","6.62392469604896","5.55242241950515",NA,"Inf","5.55242241950515","4","8","1","1","","",NA,"-0.00028622976198367","FALSE","TRUE","FALSE","Aj"
"81","81","420","Inf","25","1","21","1800","Curve 46","8.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1.56590371178988","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","81","Inf","Inf","0","339",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","2.50519114258698","1.56627279666361",NA,"Inf","1.56627279666361","7.74285069658239","6.12415205125116",NA,"Inf","6.12415205125116","4","8","1","1","","",NA,"-0.000369084873727665","FALSE","TRUE","FALSE","Aj"
"107","107","420","Inf","25","1","21","1800","Curve 46","10.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.81980587703687","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","107","Inf","Inf","0","313",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","4.73925636515827","2.82024039125678",NA,"Inf","2.82024039125678","9.85979228936884","7.04635828846621",NA,"Inf","7.04635828846621","4","8","1","1","","",NA,"-0.000434514219911364","FALSE","TRUE","FALSE","Aj"
"132","132","420","Inf","25","1","21","1800","Curve 46","13.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.75412656796422","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","132","Inf","Inf","0","288",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","6.74070161811548","3.75455507489107",NA,"Inf","3.75455507489107","11.7563093018819","7.73348196892198",NA,"Inf","7.73348196892198","4","8","1","1","","",NA,"-0.000428506926842154","FALSE","TRUE","FALSE","Aj"
"182","182","420","Inf","25","1","21","1800","Curve 46","18.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5.11608989443177","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","182","Inf","Inf","0","238",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","10.3668261317927","5.11642588556983",NA,"Inf","5.11642588556983","15.1923297573593","8.73504354140945",NA,"Inf","8.73504354140945","4","8","1","1","","",NA,"-0.00033599113806293","FALSE","TRUE","FALSE","Aj"
"240","240","420","Inf","25","1","21","1800","Curve 46","24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6.18602770614415","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","240","Inf","Inf","0","180",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","14.0416995027662","6.18622133871466",NA,"Inf","6.18622133871466","18.6745433510536","9.52180393592708",NA,"Inf","9.52180393592708","4","8","1","1","","",NA,"-0.000193632570508306","FALSE","TRUE","FALSE","Aj"
"388","388","420","Inf","25","1","21","1800","Curve 46","38.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7.75082604749309","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","388","Inf","Inf","0","32",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","21.492689270397","7.75070108361046",NA,"Inf","7.75070108361046","25.7349057734047","10.6723703341023",NA,"Inf","10.6723703341023","4","8","1","1","","",NA,"0.00012496388263461","FALSE","TRUE","FALSE","Aj"
"473","473","420","Inf","25","1","21","1800","Curve 46","47.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8.28061163566719","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","473","Inf","Inf","0","-53",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","24.8553993230288","8.28034909536616",NA,"Inf","8.28034909536616","28.9213215964415","11.0618897300386",NA,"Inf","11.0618897300386","4","8","1","1","","",NA,"0.000262540301029901","FALSE","TRUE","FALSE","Aj"
"659","659","420","Inf","25","1","21","1800","Curve 46","65.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9.02301716066227","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","659","Inf","Inf","0","-239",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","30.6483373193369","9.02253654422784",NA,"Inf","9.02253654422784","34.4105576603301","11.6077171481267",NA,"Inf","11.6077171481267","4","8","1","1","","",NA,"0.000480616434424874","FALSE","TRUE","FALSE","Aj"
"853","853","420","Inf","25","1","21","1800","Curve 46","85.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9.48683547491849","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","853","Inf","Inf","0","-433",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","35.1262176487124","9.48620363775099",NA,"Inf","9.48620363775099","38.6536795804077","11.9487121526884",NA,"Inf","11.9487121526884","4","8","1","1","","",NA,"0.000631837167492932","FALSE","TRUE","FALSE","Aj"
"1044","1044","420","Inf","25","1","21","1800","Curve 46","104.4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9.78907385123247","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","1044","Inf","Inf","0","-624",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","38.5116439498179","9.7883372758686",NA,"Inf","9.7883372758686","41.8616207245229","12.1709104987588",NA,"Inf","12.1709104987588","4","8","1","1","","",NA,"0.000736575363870173","FALSE","TRUE","FALSE","Aj"
"1329","1329","420","Inf","25","1","21","1800","Curve 46","132.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10.0892653999018","2","16","0","0.0333640273328514","0","0.257791594699956","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","1329","Inf","Inf","0","-909",NA,NA,NA,NA,"34.0163404787242","53.0388891768834","1.98389025004878",NA,"66.4285175283283","53.0929700050074","1.98601207781179",NA,"66.5144905446454","42.3261825772232","10.088419954603",NA,"Inf","10.088419954603","45.4761774510051","12.3916005063813",NA,"Inf","12.3916005063813","4","8","1","1","","",NA,"0.000845445298779168","FALSE","TRUE","FALSE","Aj"
"25","25","420","Inf","25","1","21","1800","Curve 47","2.5","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.76909655198458","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","25","Inf","Inf","0","395",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"-1.76909300563588",NA,"-1.36304300868205","-1.76909300563588",NA,"1.05866275197722",NA,"0","1.05866275197722","4","8","1","1","","",NA,"-3.54634869736969e-06","FALSE","TRUE","FALSE","Aj"
"33","33","420","Inf","25","1","21","1800","Curve 47","3.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.42647132081365","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","33","Inf","Inf","0","387",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"-1.42648400395609",NA,"-1.36304300868205","-1.42648400395609",NA,"1.31773784711511",NA,"0","1.31773784711511","4","8","1","1","","",NA,"1.26831424367424e-05","FALSE","TRUE","FALSE","Aj"
"41","41","420","Inf","25","1","21","1800","Curve 47","4.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.12082274290001","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","41","Inf","Inf","0","379",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"-1.12084516878764",NA,"Inf","-1.12084516878764",NA,"1.54885673164782",NA,"Inf","1.54885673164782","4","8","1","1","","",NA,"2.24258876300176e-05","FALSE","TRUE","FALSE","Aj"
"47","47","420","Inf","25","1","21","1800","Curve 47","4.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.912391425702611","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","47","Inf","Inf","0","373",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"-0.912417934747008",NA,"Inf","-0.912417934747008",NA,"1.70646585815546",NA,"Inf","1.70646585815546","4","8","1","1","","",NA,"2.65090443970495e-05","FALSE","TRUE","FALSE","Aj"
"53","53","420","Inf","25","1","21","1800","Curve 47","5.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.719567503946002","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","53","Inf","Inf","0","367",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"-0.719595941307651",NA,"Inf","-0.719595941307651",NA,"1.85227456735472",NA,"Inf","1.85227456735472","4","8","1","1","","",NA,"2.84373616482592e-05","FALSE","TRUE","FALSE","Aj"
"68","68","420","Inf","25","1","21","1800","Curve 47","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.295270439988374","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","68","Inf","Inf","0","352",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"-0.295296862634326",NA,"Inf","-0.295296862634326",NA,"2.17312230817663",NA,"Inf","2.17312230817663","4","8","1","1","","",NA,"2.64226459520955e-05","FALSE","TRUE","FALSE","Aj"
"81","81","420","Inf","25","1","21","1800","Curve 47","8.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.0177606801200321","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","81","Inf","Inf","0","339",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"0.0177412601016453",NA,"Inf","0.0177412601016453",NA,"2.40983640801633",NA,"Inf","2.40983640801633","4","8","1","1","","",NA,"1.94200183867288e-05","FALSE","TRUE","FALSE","Aj"
"107","107","420","Inf","25","1","21","1800","Curve 47","10.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.529863689499931","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","107","Inf","Inf","0","313",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"0.52986582469179",NA,"Inf","0.52986582469179",NA,"2.79709628631237",NA,"Inf","2.79709628631237","4","8","1","1","","",NA,"-2.1351918586543e-06","FALSE","TRUE","FALSE","Aj"
"132","132","420","Inf","25","1","21","1800","Curve 47","13.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.917308532332437","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","132","Inf","Inf","0","288",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"0.917335305865489",NA,"Inf","0.917335305865489",NA,"3.09009411242298",NA,"Inf","3.09009411242298","4","8","1","1","","",NA,"-2.67735330521379e-05","FALSE","TRUE","FALSE","Aj"
"182","182","420","Inf","25","1","21","1800","Curve 47","18.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1.49128012296694","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","182","Inf","Inf","0","238",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"1.49135658621322",NA,"Inf","1.49135658621322",NA,"3.52415923356143",NA,"Inf","3.52415923356143","4","8","1","1","","",NA,"-7.64632462810777e-05","FALSE","TRUE","FALSE","Aj"
"240","240","420","Inf","25","1","21","1800","Curve 47","24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1.95001457580173","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","240","Inf","Inf","0","180",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"1.95014207619159",NA,"Inf","1.95014207619159",NA,"3.8710850115803",NA,"Inf","3.8710850115803","4","8","1","1","","",NA,"-0.00012750038985998","FALSE","TRUE","FALSE","Aj"
"388","388","420","Inf","25","1","21","1800","Curve 47","38.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.63368625951433","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","388","Inf","Inf","0","32",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"2.63390849242009",NA,"Inf","2.63390849242009",NA,"4.38813753637666",NA,"Inf","4.38813753637666","4","8","1","1","","",NA,"-0.000222232905764397","FALSE","TRUE","FALSE","Aj"
"473","473","420","Inf","25","1","21","1800","Curve 47","47.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.86866838419492","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","473","Inf","Inf","0","-53",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"2.8689283374782",NA,"Inf","2.8689283374782",NA,"4.56585554267302",NA,"Inf","4.56585554267302","4","8","1","1","","",NA,"-0.000259953283274328","FALSE","TRUE","FALSE","Aj"
"659","659","420","Inf","25","1","21","1800","Curve 47","65.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.20100993613788","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","659","Inf","Inf","0","-239",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"3.20132774561366",NA,"Inf","3.20132774561366",NA,"4.81721031696165",NA,"Inf","4.81721031696165","4","8","1","1","","",NA,"-0.00031780947577964","FALSE","TRUE","FALSE","Aj"
"853","853","420","Inf","25","1","21","1800","Curve 47","85.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.41047229188003","0","17","0","0.0844839252788412","0","0.416569355933461","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","853","Inf","Inf","0","-433",NA,NA,NA,NA,"34.5887476015254","22.382682134911","1.36158675243351",NA,NA,"22.4055045206034","1.36304300868205",NA,NA,NA,"3.41082927894669",NA,"Inf","3.41082927894669",NA,"4.97563181030734",NA,"Inf","4.97563181030734","4","8","1","1","","",NA,"-0.000356987066665759","FALSE","TRUE","FALSE","Aj"
