"averaging","species","plot","instrument","CorrFact","CorrFactPct","DarkAdaptedID","Qmax_d","Fo","Fm","Fv/Fm","A_dark","PS2/1","S","K","Geometry","Tleaf2","Offset","Offset2","Qamb_in","f_farred","Q_modavg","Q_farred","state","period","Total","Tleaf2_mv","Tleaf2_j","Pump","AccH2O_des","AccCO2_soda","AccH2O_hum","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","cf_co2_b","cf_co2_c","cf_co2_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","DIAG","oxygen","file_name","year","doy","curve_identifier","Amax","c4_curvature","c4_slope","rL","Vmax","c4_assimilation_hyperbola_msg","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC","convergence","convergence_msg","feval","optimizer","optimum_val","c4_curvature_lower","c4_curvature_upper","c4_slope_lower","c4_slope_upper","rL_lower","rL_upper","Vmax_lower","Vmax_upper"
"0","sorghum","2","ripe1","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99967","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.00117587188380478","-6.26011440543328e-07","2.41796582943236e-10","2","2154","1","23","18","21","../aci_curves_2021/2021-08-04 ed ripe1.xlsx","2021","217","sorghum - ripe1 - 2 - 2021","60.2479551243385","0.835890629282417","0.713942589753529","-0.848449483675694","59.3995056406629","","14","4","10","10.4228662515185","0.744490446537035","0.862838598196114","1.02092439737321","45.5995053038324","0","Successful convergence","287","optimizer_nmkb","17.7997526519162","0.807072410928143","0.861817775523605","0.687533682921522","0.741303476906885","-1.30002907512191","-0.396900683395064","58.6901986269538","60.1100603181129"
"0","sorghum","3","ripe1","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99967","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.00117587188380478","-6.26011440543328e-07","2.41796582943236e-10","2","2154","1","23","18","21","../aci_curves_2021/2021-08-04 ed ripe1.xlsx","2021","217","sorghum - ripe1 - 3 - 2021","61.5466695958005","0.911463450563284","0.67623064736852","-1.39093322853387","60.1557363672666","","12","4","8","4.48762963107806","0.373969135923171","0.611530159455093","0.748968426493906","32.251540686002","0","Successful convergence","393","optimizer_nmkb","11.125770343001","0.894458170090312","0.926907802008152","0.661097376329587","0.691605924388708","-1.73655218779256","-1.04517203132071","59.5323992736125","60.7797124888833"
"0","sorghum","3","ripe2","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00053","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00154219930941761","9.93223079439177e-07","-3.29518194269379e-10","1","2080","1","27","18","21","../aci_curves_2021/2021-08-04 ed ripe2.xlsx","2021","217","sorghum - ripe2 - 3 - 2021","60.4684169138127","0.938324432144098","0.551108393780353","-1.87545845411042","58.5929584597023","","14","4","10","5.12443298563479","0.366030927545342","0.60500489877797","0.715851450067316","35.6597546624794","0","Successful convergence","374","optimizer_nmkb","12.8298773312397","0.926432358375593","0.949085940737499","0.538579971921222","0.563916233417398","-2.19209672955509","-1.55883526293816","58.1068186987755","59.0798483127798"
"0","sorghum","2","ripe3","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99989","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-8.54123300203582e-05","7.02228131465858e-07","-2.98990151938357e-10","1","2007","1","24","18","21","../aci_curves_2021/2021-08-04 ed ripe3.xlsx","2021","217","sorghum - ripe3 - 2 - 2021","57.2738998748171","0.952605434167211","0.896759231318313","-0.538165300923383","56.7357345738937","","14","4","10","11.648798403288","0.832057028806285","0.912171600526066","1.07929599291798","47.1563187819277","0","Successful convergence","390","optimizer_nmkb","18.5781593909638","0.932484152450655","0.970752306349831","0.866743218477377","0.927286405635897","-1.0155085464119","-0.0607362004609924","55.9639305358238","57.508797840525"
"0","sorghum","1","ripe4","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00012","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00522648535208131","8.80926177612275e-07","-7.15438165096332e-11","3","2051","1","25","18","21","../aci_curves_2021/2021-08-04 ed ripe4.xlsx","2021","217","sorghum - ripe4 - 1 - 2021","58.2363702423622","0.859642042748751","0.708585081309032","-1.86184473088203","56.3745255114802","","14","4","10","7.58892682786611","0.542066201990437","0.736251452963209","0.871144467230672","41.1571389542237","0","Successful convergence","305","optimizer_nmkb","15.5785694771118","0.834467554409296","0.882368231950917","0.686637379664477","0.731133829738509","-2.24725366109066","-1.4766036448025","55.7630789059291","56.9869692596978"
"none","sorghum","1","ripe14","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00069","0","0","15","2","0","999.9","1","9999","9999","9999","0","0","0","4.5","0","iiiiiiii","off","on","on","off","0","100","100","0.000720179378356907","-2.14017329636782e-06","9.69261208880776e-10","10","1941","1","24","18","21","../aci_curves_2022/2022-08-03 ed aci ripe14.xlsx","2022","215","sorghum - ripe14 - 1 - 2022","59.8995007492519","0.952965677776099","0.411556272741137","-4.91252560647474","54.9869751427772","","12","4","8","50.3213448230855","4.1934454019238","2.04779037060042","2.50802075407794","61.2567970489053","0","Successful convergence","309","optimizer_nmkb","25.6283985244527","0.920245923883986","0.977652824515138","0.374525119603518","0.45376827760722","-6.07015993071433","-3.7549731507974","53.1258972050034","56.8692752518569"
"none","sorghum","4","ripe14","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00069","0","0","15","2","0","999.9","1","9999","9999","9999","0","0","0","4.5","0","iiiiiiii","off","on","on","off","0","100","100","0.000720179378356907","-2.14017329636782e-06","9.69261208880776e-10","10","1941","1","24","18","21","../aci_curves_2022/2022-08-03 ed aci ripe14.xlsx","2022","215","sorghum - ripe14 - 4 - 2022","53.7865029317855","0.985316893111385","0.5488182869612","-4.14161284862628","49.6448900831593","","10","4","6","22.2758165716335","2.22758165716335","1.49250851158824","1.92682020315136","46.3879360475945","0","Successful convergence","436","optimizer_nmkb","18.1939680237973","0.956202607609628","1.00811297131408","0.51088730674095","0.587834252432863","-5.06588673477902","-3.21741739914443","48.3001844813285","50.9922620222164"
"none","sorghum","5","ripe14","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00069","0","0","15","2","0","999.9","1","9999","9999","9999","0","0","0","4.5","0","iiiiiiii","off","on","on","off","0","100","100","0.000720179378356907","-2.14017329636782e-06","9.69261208880776e-10","10","1941","1","24","18","21","../aci_curves_2022/2022-08-03 ed aci ripe14.xlsx","2022","215","sorghum - ripe14 - 5 - 2022","61.567395272223","0.825723929882836","0.992366816516551","-1.95913211564592","59.6082631565771","","12","4","8","29.077040670575","2.42308672254792","1.55662671265397","1.9064705829941","54.6750315879681","0","Successful convergence","308","optimizer_nmkb","22.3375157939841","0.768268122913454","0.874132491946895","0.919590970085617","1.07035643827563","-2.8390409380798","-1.07912999825299","58.1974562454073","61.0252193380533"
"none","sorghum","1","ripe15","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00012","0","0","15","2","0","999.9","1","9999","9999","9999","0","0","0","0","0","iiiiiiii","off","off","off","off","0","100","100","0.00181233670289521","3.86192552516235e-07","-5.73689835998503e-11","3","2169","1","29","18","21","../aci_curves_2022/2022-08-03 ed aci ripe15.xlsx","2022","215","sorghum - ripe15 - 1 - 2022","58.7348701689903","0.925728681045859","0.663377450949014","-0.729495183208112","58.0053749857822","","12","4","8","11.1042267318358","0.925352227652986","0.961952300092362","1.17814614606146","43.1235548693281","0","Successful convergence","397","optimizer_nmkb","16.561777434664","0.906557074003438","0.942588964410181","0.63719488133843","0.690764855256849","-1.2732579447386","-0.185695825676803","57.1243653955908","58.8894314483199"
"none","sorghum","4","ripe15","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00012","0","0","15","2","0","999.9","1","9999","9999","9999","0","0","0","0","0","iiiiiiii","off","off","off","off","0","100","100","0.00181233670289521","3.86192552516235e-07","-5.73689835998503e-11","3","2169","1","29","18","21","../aci_curves_2022/2022-08-03 ed aci ripe15.xlsx","2022","215","sorghum - ripe15 - 4 - 2022","55.6223967459261","0.935245114847794","0.573054966866223","-0.766051235638034","54.8563455102881","","12","4","8","19.7538781577411","1.64615651314509","1.28302631038693","1.57137989350686","50.03584301331","0","Successful convergence","317","optimizer_nmkb","20.017921506655","0.909566346487678","0.95663716576188","0.541628743998158","0.606523287525145","-1.49129861531247","-0.0407442648169146","53.7001227252696","56.0183769485802"
"none","sorghum","5","ripe15","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00012","0","0","15","2","0","999.9","1","9999","9999","9999","0","0","0","0","0","iiiiiiii","off","off","off","off","0","100","100","0.00181233670289521","3.86192552516235e-07","-5.73689835998503e-11","3","2169","1","29","18","21","../aci_curves_2022/2022-08-03 ed aci ripe15.xlsx","2022","215","sorghum - ripe15 - 5 - 2022","59.6077320054945","0.972637617583574","0.49957038796132","-1.98897481770961","57.6187571877849","","11","4","7","51.762708198971","4.705700745361","2.16926271930373","2.7193147298268","58.253169411387","0","Successful convergence","341","optimizer_nmkb","24.1265847056935","0.939635797345886","0.995282484530473","0.458971579280903","0.54498609599952","-3.26976633385708","-0.708205358959072","55.6511115994848","59.5966418330097"
