"curve_identifier","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_RL","true_Vcmax","true_J","true_Tp","true_alpha_old","true_alpha_g","true_alpha_s","J","J_lower","J_upper","RL","RL_lower","RL_upper","Tp","Tp_lower","Tp_upper","Vcmax","Vcmax_lower","Vcmax_upper","alpha_old","alpha_old_lower","alpha_old_upper","alpha_g","alpha_g_lower","alpha_g_upper","alpha_s","alpha_s_lower","alpha_s_upper","AIC","RSS","RMSE","package","false_negative_Vcmax","false_negative_Tp","false_negative_J","false_positive_Vcmax","false_positive_Tp","false_positive_J","Vcmax_diff_rel","Tp_diff_rel","RL_diff_rel","J_diff_rel","Vcmax_diff_abs_upper","Tp_diff_abs_upper","RL_diff_abs_upper","J_diff_abs_upper","Vcmax_diff_abs_lower","Tp_diff_abs_lower","RL_diff_abs_lower","J_diff_abs_lower","Vcmax_diff_abs","Tp_diff_abs","RL_diff_abs","J_diff_abs","true_Vcmax_in_confidence_interval","true_Tp_in_confidence_interval","true_RL_in_confidence_interval","true_J_in_confidence_interval"
"Curve 11",9,8,0,2.21461487844819,79.7350013235118,101.356338431314,15.2580239490606,0,0,0,101.459683355901,101.459683355901,101.459683355901,2.2169829194287,2.2169829194287,2.2169829194287,NA,6.86711631797503,Inf,79.8381835697358,79.8381835697358,79.8381835697358,NA,-4.30081111173789,Inf,NA,NA,NA,NA,NA,NA,-439.11485286571,2.97483798278156e-12,4.18318622075788e-07,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129406464552937,NA,0.106927890873891,0.10196197513326,0.103182246223994,Inf,0.00236804098050403,0.103344924587319,0.103182246223994,-8.39090763108556,0.00236804098050403,0.103344924587319,0.103182246223994,NA,0.00236804098050403,0.103344924587319,TRUE,TRUE,TRUE,TRUE
"Curve 12",10,8,0,0.531121064918116,32.9069252620684,42.2854799098801,13.4271181615442,0,0,0,42.3285963248756,42.3285963248756,42.3285963248756,0.531689105579104,0.531689105579104,0.531689105579104,NA,2.6017049800842,Inf,32.9495146623785,32.9495146623785,32.9495146623785,NA,-16.6401703398835,Inf,NA,NA,NA,NA,NA,NA,-505.740757814785,5.90730006107614e-14,5.89481330397182e-08,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129423821797275,NA,0.106951258104496,0.101965060080688,0.0425894003101419,Inf,0.000568040660987923,0.0431164149955165,0.0425894003101419,-10.82541318146,0.000568040660987923,0.0431164149955165,0.0425894003101419,NA,0.000568040660987923,0.0431164149955165,TRUE,TRUE,TRUE,TRUE
"Curve 13",6,11,0,0.605821438971907,43.5067653136794,37.4773821694311,5.66645872497931,0,0,0,37.5155957163084,37.5155957163084,37.5155957163084,0.606469370424908,0.606469370424908,0.606469370424908,NA,1.19422527065338,Inf,43.5630708162993,43.5630708162993,43.5630708162993,NA,-1.33382706843205,Inf,NA,NA,NA,NA,NA,NA,-538.835505435322,8.43191674064759e-15,2.22709474964815e-08,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129417809423397,NA,0.106950895316689,0.101964290634279,0.0563055026199422,Inf,0.000647931453000905,0.0382135468773583,0.0563055026199422,-4.47223345432593,0.000647931453000905,0.0382135468773583,0.0563055026199422,NA,0.000647931453000905,0.0382135468773583,TRUE,TRUE,TRUE,TRUE
"Curve 14",15,0,2,1.48812011744361,37.6003797964659,148.083196349582,7.19929753739387,0,0,0,95.9891304111829,95.9883361451067,95.9892526059638,1.48966981067986,1.48966981067986,1.48973091111497,6.7418345563151,6.74177346422855,6.7418345563151,37.6489009708074,37.6488398566583,37.6490231991056,0.750952881521647,0.750891846365396,0.750952881521647,0,NA,NA,0,NA,NA,-284.085203901989,2.7162175923259e-08,3.9972178503421e-05,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.129044372967054,-6.35427246481568,0.104137644406819,-35.1789178128083,0.0486434026397617,-0.457462981078772,0.00161079367135808,-52.0939437436179,0.0484600601924896,-0.457524073165321,0.00154969323624976,-52.094860204475,0.0485211743415803,-0.457462981078772,0.00154969323624976,-52.0940659383988,TRUE,FALSE,TRUE,FALSE
"Curve 15",0,17,0,1.61456319560995,119.347744634259,72.1892029748531,9.29844919545576,0,0,0,72.262810343814,72.262810343814,72.262810343814,1.6162900248154,1.6162900248154,1.6162900248154,NA,2.71329522958502,Inf,NA,116.88796799674,Inf,NA,-4.32245805673606,Inf,NA,NA,NA,NA,NA,NA,-588.491956225222,4.54324501165004e-16,5.16961997218025e-09,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,0.106953336366225,0.101964512596916,Inf,Inf,0.00172682920544598,0.0736073689609071,-2.4597766375182,-6.58515396587074,0.00172682920544598,0.0736073689609071,NA,NA,0.00172682920544598,0.0736073689609071,TRUE,TRUE,TRUE,TRUE
"Curve 16",10,7,0,0.775968543954659,114.478304329328,152.683557547489,16.2761668467894,0,0,0,152.839236158429,152.839236158429,152.839236158429,0.776797758520961,0.776797758520961,0.776797758520961,NA,6.74756482780057,Inf,114.626462846858,114.626462846858,114.626462846858,NA,-3.92182806098845,Inf,NA,NA,NA,NA,NA,NA,-432.546862727579,4.37778084241717e-12,5.07460855773316e-07,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129420608033335,NA,0.106861878971967,0.101961608335629,0.148158517529268,Inf,0.000829214566301362,0.155678610939475,0.148158517529268,-9.52860201898885,0.000829214566301362,0.155678610939475,0.148158517529268,NA,0.000829214566301362,0.155678610939475,TRUE,TRUE,TRUE,TRUE
"Curve 17",17,0,0,2.07020790848881,23.2111742137931,158.077984641981,17.7904358375631,0,0,0,NA,67.0941922670796,Inf,2.0724220553583,2.0724220553583,2.0724220553583,NA,2.41870040899631,Inf,23.2412145263979,23.2412145263979,23.2412145263979,NA,-46.6390141021416,Inf,NA,NA,NA,NA,NA,NA,-584.177442334041,5.85582242022733e-16,5.86907268967009e-09,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129421770428554,NA,0.10695287465608,NA,0.030040312604747,Inf,0.00221414686948629,Inf,0.030040312604747,-15.3717354285668,0.00221414686948629,-90.9837923749017,0.030040312604747,NA,0.00221414686948629,NA,TRUE,TRUE,TRUE,TRUE
"Curve 18",11,6,0,1.59432724097976,52.506970776245,79.1580827951897,9.41849920744076,0,0,0,79.2387937802351,79.2387937802351,79.2387937802351,1.59603228807501,1.59603228807501,1.59603228807501,NA,1.75550915891054,Inf,52.5749252773845,52.5749252773845,52.5749252773845,NA,5.0229823245927,Inf,NA,NA,NA,NA,NA,NA,-462.620957604514,7.46378477071675e-13,2.09534284302913e-07,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129419961073552,NA,0.106944612838758,0.101961773448003,0.0679545011395177,Inf,0.00170504709524866,0.080710985045414,0.0679545011395177,-7.66299004853022,0.00170504709524866,0.080710985045414,0.0679545011395177,NA,0.00170504709524866,0.080710985045414,TRUE,TRUE,TRUE,TRUE
"Curve 19",6,11,0,1.08833442652831,73.4495622426039,62.4978144070366,8.9355813850835,0,0,0,62.5615399552755,62.5615399552755,62.5615399552755,1.08949842484708,1.08949842484708,1.08949842484708,NA,1.56783239433258,Inf,73.5446217411571,73.5446217411571,73.5446217411571,NA,2.2552689869334,Inf,NA,NA,NA,NA,NA,NA,-591.605783219322,3.78284065427016e-16,4.717202968778e-09,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129421463724009,NA,0.106952264891823,0.101964442826494,0.0950594985532547,Inf,0.00116399831876945,0.063725548238871,0.0950594985532547,-7.36774899075091,0.00116399831876945,0.063725548238871,0.0950594985532547,NA,0.00116399831876945,0.063725548238871,TRUE,TRUE,TRUE,TRUE
"Curve 20",5,12,0,0.752318927326705,111.738172377576,85.1363903351361,12.3145282531716,0,0,0,85.2231992619949,85.2231992619949,85.2231992619949,0.753123566622586,0.753123566622586,0.753123566622586,NA,6.43003911217669,Inf,111.882786287904,111.882786287904,111.882786287904,NA,-2.65141110171084,Inf,NA,NA,NA,NA,NA,NA,-573.138597862776,1.12097086236895e-15,8.1203117238374e-09,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129422118915134,NA,0.106954546357092,0.101964537745915,0.144613910328104,Inf,0.000804639295880816,0.0868089268587795,0.144613910328104,-5.8844891409949,0.000804639295880816,0.0868089268587795,0.144613910328104,NA,0.000804639295880816,0.0868089268587795,TRUE,TRUE,TRUE,TRUE
"Curve 21",11,6,0,2.40676330528921,40.0264278391842,60.0975888235495,15.1421867496707,0,0,0,60.1588638840429,60.1588638840429,60.1588638840429,2.40933743051493,2.40933743051493,2.40933743051493,NA,0.950368857060695,Inf,40.078229608486,40.078229608486,40.078229608486,NA,-5.49565153878846,Inf,NA,NA,NA,NA,NA,NA,-438.518771247074,3.08099686649066e-12,4.25717171128401e-07,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129418916696599,NA,0.106953817189657,0.101959266075266,0.051801769301818,Inf,0.00257412522572675,0.061275060493422,0.051801769301818,-14.19181789261,0.00257412522572675,0.061275060493422,0.051801769301818,NA,0.00257412522572675,0.061275060493422,TRUE,TRUE,TRUE,TRUE
"Curve 22",17,0,0,1.94088484557346,27.1978446838912,108.172820108198,17.2398704029806,0,0,0,NA,78.618035781328,Inf,1.94296071291975,1.94296071291975,1.94296071291975,NA,2.46491076231322,Inf,27.2330447051808,27.2330447051808,27.2330447051808,NA,-7.96135398160852,Inf,NA,NA,NA,NA,NA,NA,-534.655286819429,1.0782444801271e-14,2.5184548018543e-08,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129422098326952,NA,0.106954688787099,NA,0.0352000212895973,Inf,0.00207586734629905,Inf,0.0352000212895973,-14.7749596406674,0.00207586734629905,-29.5547843268697,0.0352000212895973,NA,0.00207586734629905,NA,TRUE,TRUE,TRUE,TRUE
"Curve 23",1,16,0,0.893900947142392,48.3960028657457,30.1561534168199,9.5192134848237,0,0,0,30.1868999886238,30.1868999886238,30.1868999886238,0.894856847151609,0.894856847151609,0.894856847151609,NA,1.43412496327365,Inf,48.4586363436102,48.4586363436102,48.4586363436102,NA,-11.6381583023577,Inf,NA,NA,NA,NA,NA,NA,-466.238950520876,6.03297053064448e-13,1.8838275384166e-07,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129418700214284,NA,0.10693578659608,0.101957870352186,0.0626334778645159,Inf,0.000955900009216526,0.0307465718039275,0.0626334778645159,-8.08508852155006,0.000955900009216526,0.0307465718039275,0.0626334778645159,NA,0.000955900009216526,0.0307465718039275,TRUE,TRUE,TRUE,TRUE
"Curve 24",11,0,6,1.30166972296312,54.4488049838692,196.850966438255,4.64957273555919,0,0,0,NA,80.0762466220121,Inf,1.30322636063595,1.30316526020084,1.30322636063595,4.6539310767721,4.6539310767721,4.6539310767721,54.5207753957237,54.5194867215924,54.5210809664692,5.67127096297568e-05,-1.5e-05,5.67127096297568e-05,0,NA,NA,0,NA,NA,-247.959842934423,2.27430943637731e-07,0.000115664561565846,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.132179965888668,0.0937363809706092,0.119587760655719,NA,0.0722759825999617,0.00435834121290934,0.0015566376728251,Inf,0.0706817377231985,0.00435834121290934,0.001495537237717,-116.774719816243,0.0719704118544655,0.00435834121290934,0.0015566376728251,NA,TRUE,TRUE,TRUE,TRUE
"Curve 25",0,17,0,2.49787384963362,97.0125514828833,50.6245553234592,16.8286928239837,0,0,0,50.6761745495606,50.6761745495606,50.6761745495606,2.50054542037577,2.50054542037577,2.50054542037577,NA,2.17610072223968,Inf,NA,81.9707334631776,Inf,NA,-5.8186083421277,Inf,NA,NA,NA,NA,NA,NA,-552.765180788011,3.71593916505118e-15,1.4784608779664e-08,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,0.106953789621946,0.101964799041763,Inf,Inf,0.00267157074215874,0.0516192261013515,-15.0418180197057,-14.6525921017441,0.00267157074215874,0.0516192261013515,NA,NA,0.00267157074215874,0.0516192261013515,TRUE,TRUE,TRUE,TRUE
"Curve 26",11,0,6,1.17498015220976,74.5418284428306,127.330964149698,7.41226841844618,0,0,0,NA,117.130708674626,Inf,1.1756770254847,1.17561592504959,1.17628802983578,7.41893035328647,7.41874707702682,7.41899144537302,74.63493925997,74.6326814391164,74.6368606886266,9.78565902191947e-05,-6.3e-05,9.78565902191947e-05,0,NA,NA,0,NA,NA,-208.333305031702,2.33979703092703e-06,0.00037099207466777,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.124910830716763,0.08987713968519,0.0593093656635073,NA,0.095032245796034,0.00672302692683857,0.0013078776260278,Inf,0.0908529962857614,0.00647865858063668,0.000635772839839621,-10.2002554750717,0.0931108171394044,0.0066619348402881,0.000696873274947718,NA,TRUE,TRUE,TRUE,TRUE
"Curve 27",7,10,0,2.1763057248597,77.7161267868942,76.3647521974752,11.951271188017,0,0,0,76.4426178245546,76.4426178245546,76.4426178245546,2.17863358159421,2.17863358159421,2.17863358159421,NA,3.73006383036421,Inf,77.8167064219017,77.8167064219017,77.8167064219017,NA,-10.4908909318854,Inf,NA,NA,NA,NA,NA,NA,-464.510294898163,6.6787119000363e-13,1.98208326233912e-07,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.12941925848072,NA,0.106963681982413,0.101965402674397,0.100579635007534,Inf,0.00232785673450397,0.0778656270794613,0.100579635007534,-8.22120735765277,0.00232785673450397,0.0778656270794613,0.100579635007534,NA,0.00232785673450397,0.0778656270794613,TRUE,TRUE,TRUE,TRUE
"Curve 28",17,0,0,0.935928632642608,38.037844683975,177.186014378048,13.9462257675081,0,0,0,NA,109.952152054608,Inf,0.93692964800187,0.93692964800187,0.93692964800187,NA,4.14763102247375,Inf,38.0870739070354,38.0870739070354,38.0870739070354,NA,-8.61153238500416,Inf,NA,NA,NA,NA,NA,NA,-529.347333205506,1.47339137695536e-14,2.94397827772853e-08,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129421694287525,NA,0.106954240350091,NA,0.0492292230604576,Inf,0.00100101535926189,Inf,0.0492292230604576,-9.7985947450344,0.00100101535926189,-67.2338623234391,0.0492292230604576,NA,0.00100101535926189,NA,TRUE,TRUE,TRUE,TRUE
"Curve 29",13,0,4,1.07639185810694,31.1276328918757,103.964488587319,4.88998579178005,0,0,0,69.1987987367337,69.1962176673756,69.2005751367681,1.07732138851081,1.0772602880757,1.07762689068635,4.89378267011455,4.893721578028,4.89390485428764,31.167630397999,31.1662058118954,31.1679970828936,0.00125400919368687,0.00107090372493687,0.00137607950618688,0,NA,NA,0,NA,NA,-224.32336791043,9.13448987755699e-07,0.000231802272200671,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.128495174246894,0.0776459993170795,0.0863561347904577,-33.4399662067167,0.040364191017904,0.00391906250758733,0.00123503257940039,-34.7639134505509,0.0385729200196714,0.00373578624794213,0.000868429968752471,-34.7682709199433,0.0399975061233491,0.00379687833449083,0.000929530403860346,-34.7656898505853,TRUE,TRUE,TRUE,FALSE
"Curve 30",11,6,0,0.521280090899672,96.2347834366374,169.287978549674,15.4887065122835,0,0,0,169.460591502511,169.460591502511,169.460591502511,0.521837558831337,0.521837558831337,0.521837558831337,NA,8.52226607099806,Inf,96.3593314071569,96.3593314071569,96.3593314071569,NA,-5.37111421385222,Inf,NA,NA,NA,NA,NA,NA,-497.887589187532,9.37587574502964e-14,7.4264534109412e-08,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129420949548372,NA,0.106942110661273,0.101964093561456,0.124547970519515,Inf,0.000557467931665112,0.172612952836687,0.124547970519515,-6.96644044128547,0.000557467931665112,0.172612952836687,0.124547970519515,NA,0.000557467931665112,0.172612952836687,TRUE,TRUE,TRUE,TRUE
"Curve 31",7,0,10,0.67984668384539,73.8044235687703,170.289749053121,2.19146277448162,0,0,0,NA,67.9649808744859,Inf,0.680546194716048,0.680546194716048,0.680546194716048,2.19349670802007,2.19349670802007,2.19349670802007,73.8993325641406,73.8990881075441,73.8998214773334,7.51328639285056e-07,7.51328639285056e-07,7.51328639285056e-07,0,NA,NA,0,NA,NA,-317.735500411365,3.75240214927296e-09,1.48569693474991e-05,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.128595266761789,0.092811685515542,0.102892444323174,NA,0.0953979085631147,0.00203393353844206,0.00069951087065856,Inf,0.0946645387738414,0.00203393353844206,0.00069951087065856,-102.324768178635,0.0949089953702611,0.00203393353844206,0.00069951087065856,NA,TRUE,TRUE,TRUE,TRUE
"Curve 32",0,17,0,0.990238768882118,47.3822878225474,25.4054650232894,8.48470067426562,0,0,0,25.4313696164879,25.4313696164879,25.4313696164879,0.991297865024192,0.991297865024192,0.991297865024192,NA,1.12066489903942,Inf,NA,41.136265091823,Inf,NA,-4.21032042902197,Inf,NA,NA,NA,NA,NA,NA,-593.652374012507,3.35377819430359e-16,4.44163337358175e-09,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,0.106953613144204,0.101964648845155,Inf,Inf,0.00105909614207411,0.0259045931984758,-6.24602273072441,-7.3640357752262,0.00105909614207411,0.0259045931984758,NA,NA,0.00105909614207411,0.0259045931984758,TRUE,TRUE,TRUE,TRUE
"Curve 33",13,0,4,1.78609060978517,51.8971605829429,147.068199436157,6.95146733865142,0,0,0,NA,104.49529398063,Inf,1.78809087547008,1.78802977503497,1.78821307634029,6.95767240537663,6.95761131329008,6.95773349746318,51.9654106443518,51.9637201639877,51.9655939867991,0.000325722658223175,0.000264687501973174,0.000386757814473175,0,NA,NA,0,NA,NA,-234.052816714868,5.15381299308195e-07,0.000174116475435638,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.131510203337254,0.0892626897735975,0.111991277147368,NA,0.06843340385619,0.00626615881176296,0.00212246655512471,Inf,0.0665595810447641,0.00614397463866379,0.00193916524979931,-42.5729054555273,0.0682500614088895,0.00620506672521337,0.00200026568490763,NA,TRUE,TRUE,TRUE,TRUE
