"averaging","ppfd","replicate","species","instrument","Leak","LeakPct","CorrFact","CorrFactPct","DarkAdaptedID","Qmax_d","Fo","Fm","Fv/Fm","A_dark","PS2/1","S","K","Geometry","Tleaf2","Offset","Offset2","Qamb_in","f_farred","Q_modavg","Q_farred","state","period","Total","Tleaf2_mv","Tleaf2_j","Pump","AccH2O_hum","AccH2O_des","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","DIAG","oxygen","file_name","date_ymd","curve_identifier","ppfd_replicate","A","TleafCnd","Ci","Qin","C_i","A_net","PPFD","T_leaf","C","V_cmax_pred","J_max_pred","V_TPU_part","Ac","Aj","Ap","W_carbox","W_regen","W_tpu","A_model","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","1.89249621370113","300.1128","134.946237562059","99.8757","134.946237562059","1.89249621370113","99.8757","300.1128","133.773196181677","0.109565050693764","0.446698172784045","1","1.72674023188389","2.70731649730742",NA,"2.73188548369138","3.71246174911491","3000","1.72674023188389","0.165755981817236","TRUE","FALSE","FALSE","Ac"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","3.02561575154808","300.1313","193.340353430975","99.8883","193.340353430975","3.02561575154808","99.8883","300.1313","191.659712020222","0.1654673640001","0.565391606987632","1","3.12060366971682","3.69376520294145",NA,"4.1257489215243","4.69891045474894","3000","3.12060366971682","-0.094987918168735","TRUE","FALSE","FALSE","Ac"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","3.89414509061914","300.1315","238.592245445579","100.197","238.592245445579","3.89414509061914","100.197","300.1315","236.518244850956","0.204184874630816","0.627341832307687","1","4.08598272614927","4.20862703999879",NA,"5.09112797795675","5.21377229180628","3000","4.08598272614927","-0.191837635530133","TRUE","FALSE","FALSE","Ac"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","5.38913545910178","300.11","445.932355785991","99.913","445.932355785991","5.38913545910178","99.913","300.11","442.056018693248","0.343697826228597","0.774572495406982","1","7.56458657695375","5.43224566741862",NA,"8.56973182876123","6.4373909192261","3000","5.43224566741862","-0.0431102083168362","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","5.78515577697284","300.1227","540.946250625668","100.217","540.946250625668","5.78515577697284","100.217","300.1227","536.243990318082","0.392501378110053","0.809129105206969","1","8.78145011229931","5.71944203373007",NA,"9.78659536410679","6.72458728553755","3000","5.71944203373007","0.065713743242771","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","6.1988508484646","300.1802","732.362270582821","99.902","732.362270582821","6.1988508484646","99.902","300.1802","725.996096435663","0.471652710902098","0.85416645440865","1","10.755002588205","6.09374272797895",NA,"11.7601478400125","7.09888797978643","3000","6.09374272797895","0.105108120485651","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","6.26719735871556","300.1854","924.06014359057","99.8991","924.06014359057","6.26719735871556","99.8991","300.1854","916.027605551897","0.532635547859989","0.88204076169359","1","12.275543362701","6.32540317765901",NA,"13.2806886145084","7.33054842946649","3000","6.32540317765901","-0.058205818943442","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","6.53531416275284","300.1515","1109.8478682029","99.8934","1109.8478682029","6.53531416275284","99.8934","300.1515","1100.20034116658","0.579656575898171","0.900476911031296","1","13.447961602937","6.47862408472167",NA,"14.4531068547445","7.48376933652915","3000","6.47862408472167","0.0566900780311661","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","6.51397850856457","300.1331","1382.34363556558","99.9138","1382.34363556558","6.51397850856457","99.9138","300.1331","1370.32739624154","0.633707943706174","0.919036566858809","1","14.7956737260397","6.6328714412912",NA,"15.8008189778472","7.63801669309869","3000","6.6328714412912","-0.118892932726635","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","-1.80919843195681","300.1554","25.1469792594088","100.061","25.1469792594088","-1.80919843195681","100.061","300.1554","24.9287030963156","-0.0187527124558182","-0.137449545128872","1","-1.5479477572861","12.091817849714",NA,"-0.45840943077191","13.1813561762282","3000","-1.5479477572861","-0.261250674670713","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","-1.57910312371722","300.1367","34.1306205136496","100.067","34.1306205136496","-1.57910312371722","100.067","300.1367","33.8343662076011","-0.00689101006763767","-0.0470413870729952","1","-1.2579888378731","3.42171180131704",NA,"-0.168450511358916","4.51125012783123","3000","-1.2579888378731","-0.32111428584412","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","-1.09364394323135","300.1095","40.5794337711092","99.7943","40.5794337711092","-1.09364394323135","99.7943","300.1095","40.2272036677364","0.00145489294211681","0.00947425276587025","1","-1.05397351704989","-1.99811536177073",NA,"0.0355648094642924","-0.908577035256546","3000","-1.05397351704989","-0.0396704261814571","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","-0.846693212853717","300.1294","49.7158552295722","100.03","49.7158552295722","-0.846693212853717","100.03","300.1294","49.2843208487438","0.013044923458078","0.0798404772278491","1","-0.770655607495833","-8.74620802762952",NA,"0.318882719018354","-7.65666970111534","3000","-0.770655607495833","-0.0760376053578844","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","-0.510602807854826","300.1514","56.4126625530998","100.04","56.4126625530998","-0.510602807854826","100.04","300.1514","55.9229997826754","0.0213707386644512","0.125382101889439","1","-0.567131332356557","-13.1136315425322",NA,"0.52240699415763","-12.024093216018","3000","-0.567131332356557","0.0565285245017313","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","0.0948027640882974","300.1639","71.4765394649326","100.043","71.4765394649326","0.0948027640882974","100.043","300.1639","70.8561220134109","0.0395951159048678","0.212999319414069","1","-0.121637038310578","-21.5160875148628",NA,"0.967901288203608","-20.4265491883486","3000","-0.121637038310578","0.216439802398876","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","0.530191033180298","300.1107","85.3191693368431","100.042","85.3191693368431","0.530191033180298","100.042","300.1107","84.5785976471366","0.0557536391585797","0.279340481150861","1","0.273357523905438","-27.8781782818968",NA,"1.36289585041963","-26.7886399553826","3000","0.273357523905438","0.25683350927486","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","1.2622023933056","300.1248","109.595536426267","100.024","109.595536426267","1.2622023933056","100.024","300.1248","108.644245500367","0.0828161928576545","0.372156782966981","1","0.934900746820806","-36.7792243497575",NA,"2.02443907333499","-35.6896860232433","3000","0.934900746820806","0.327301646484794","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","1.75957767646626","300.1358","135.8878307491","100.013","135.8878307491","1.75957767646626","100.013","300.1358","134.708322307907","0.110428895281341","0.449013197294408","1","1.6098923369675","-44.1497236171631",NA,"2.69943066348169","-43.0601852906489","3000","1.6098923369675","0.149685339498753","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","2.89535057596709","300.154","186.937245276064","100.004","186.937245276064","2.89535057596709","100.004","300.154","185.314627139024","0.159556259215102","0.554822607594815","1","2.81080911043471","-54.2968035704555",NA,"3.9003474369489","-53.2072652439413","3000","-54.2968035704555","57.1921541464226","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","3.942819675261","300.1957","261.067994467513","99.986","261.067994467513","3.942819675261","99.986","300.1957","258.801920298087","0.221952247790662","0.651895917420353","1","4.33607697089823","-63.6060949967462",NA,"5.42561529741242","-62.516556670232","3000","-63.6060949967462","67.5489146720072","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","6.00302136517458","300.1107","442.282687702063","100.055","442.282687702063","6.00302136517458","100.055","300.1107","438.443667234502","0.34146678320474","0.772932514659398","1","7.25760580451178","-75.213456062006",NA,"8.34714413102597","-74.1239177354918","3000","-75.213456062006","81.2164774271806","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","6.26363692932851","300.1607","536.630683641756","100.064","536.630683641756","6.26363692932851","100.064","300.1607","531.972721132019","0.390232854308012","0.807737499347996","1","8.4496907867831","-78.5512401154813",NA,"9.53922911329729","-77.4617017889671","3000","-78.5512401154813","84.8148770448098","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","6.96500636082954","300.1691","721.702424888967","100.053","721.702424888967","6.96500636082954","100.053","300.1691","715.438036845583","0.467573403990191","0.85218225325669","1","10.3402779452501","-82.8134741656997",NA,"11.4298162717643","-81.7239358391855","3000","-82.8134741656997","89.7784805265293","FALSE","TRUE","FALSE","Aj"
