"averaging","ppfd","replicate","species","instrument","Leak","LeakPct","CorrFact","CorrFactPct","DarkAdaptedID","Qmax_d","Fo","Fm","Fv/Fm","A_dark","PS2/1","S","K","Geometry","Tleaf2","Offset","Offset2","Qamb_in","f_farred","Q_modavg","Q_farred","state","period","Total","Tleaf2_mv","Tleaf2_j","Pump","AccH2O_hum","AccH2O_des","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","DIAG","oxygen","file_name","date_ymd","curve_identifier","ppfd_replicate","Ci","Ameas","Amodel","Ac","Aj","Ap","Rd","VPD","Tleaf","Cc","PPFD","Patm","Ci_original","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","133.773196181677","1.89249621370113","1.7259899710152","1.72674122212874","2.71888498439466",NA,"1.00515034174044","1.5","26.9628","133.774923899366","99.8757","99.1307342823529","134.946237562059","0.166506242685926","TRUE","FALSE","FALSE","Ac"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","191.659712020222","3.02561575154808","3.11772864604343","3.12060374867115","3.70894723902019",NA,"1.00515034174044","1.5","26.9813","191.662832869717","99.8883","99.1307342823529","193.340353430975","-0.092112894495346","TRUE","FALSE","FALSE","Ac"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","236.518244850956","3.89414509061914","4.07077503315617","4.08598151379094","4.24020952518743",NA,"1.00515034174044","1.5","26.9815","236.522319700839","100.197","99.1307342823529","238.592245445579","-0.176629942537037","FALSE","FALSE","FALSE","co-limited"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","442.056018693248","5.38913545910178","5.45251761276967","7.56457623073972","5.45449599440815","6.51397850856457","1.00515034174044","1.5","26.96","442.061476668836","99.913","99.1307342823529","445.932355785991","-0.0633821536678827","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","536.243990318082","5.78515577697284","5.75988228765612","8.78143491479338","5.76140300307883","6.51397850856457","1.00515034174044","1.5","26.9727","536.249755966018","100.217","99.1307342823529","540.946250625668","0.0252734893167137","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","725.996096435663","6.1988508484646","6.11645616697788","10.7549776976617","6.11756232545556","6.51397850856457","1.00515034174044","1.5","27.0302","726.002219014408","99.902","99.1307342823529","732.362270582821","0.0823946814867202","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","916.027605551897","6.26719735871556","6.34885942597415","12.275509464116","6.3498047052776","6.51397850856457","1.00515034174044","1.5","27.0354","916.033960766537","99.8991","99.1307342823529","924.06014359057","-0.0816620672585859","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","1100.20034116658","6.53531416275284","6.50186765771202","13.4479198435304","6.5031444705713","6.51397850856457","1.00515034174044","1.5","27.0015","1100.20684954261","99.8934","99.1307342823529","1109.8478682029","0.0334465050408133","FALSE","TRUE","FALSE","Aj"
"none","100","wt-3-2","tobacco","mcgrath1","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00098","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","1","2242","1","25","18","21","data/tobacco/2023-03-23 ed aci mcgrath1","2023-03-23","100 - wt-3-2 - mcgrath1","100 - wt-3-2","1370.32739624154","6.51397850856457","6.5139394268341","14.7956219460495","6.65932399043044","6.51397850856457","1.00515034174044","1.5","26.9831","1370.33391670142","99.9138","99.1307342823529","1382.34363556558","3.90817304651847e-05","FALSE","FALSE","TRUE","Ap"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","24.9287030963156","-1.80919843195681","-1.39367710882686","-1.39363593613882","-0.981950228397575",NA,"0.981950228397575","1.5","27.0054","24.9273080241345","100.061","99.1319984764706","25.1469792594088","-0.415521323129946","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","33.8343662076011","-1.57910312371722","-1.13324383736801","-1.13322870800712","-0.981950228397575",NA,"0.981950228397575","1.5","26.9867","33.8332318293855","100.067","99.1319984764706","34.1306205136496","-0.445859286349209","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","40.2272036677364","-1.09364394323135","-0.950007935202065","-0.950006004991331","-0.897147898919309",NA,"0.981950228397575","1.5","26.9595","40.2262527088423","99.7943","99.1319984764706","40.5794337711092","-0.143636008029286","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","49.2843208487438","-0.846693212853717","-0.695582102088937","-0.695563024737663","-0.265717900350398",NA,"0.981950228397575","1.5","26.9794","49.2836245703634","100.03","99.1319984764706","49.7158552295722","-0.15111111076478","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","55.9229997826754","-0.510602807854826","-0.512814933419616","-0.512781370475037","0.142931836577396",NA,"0.981950228397575","1.5","27.0014","55.9224864544138","100.04","99.1319984764706","56.4126625530998","0.00221212556479022","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","70.8561220134109","0.0948027640882974","-0.112763187934547","-0.112690671476119","0.92905011581472",NA,"0.981950228397575","1.5","27.0139","70.8560091373469","100.043","99.1319984764706","71.4765394649326","0.207565952022844","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","84.5785976471366","0.530191033180298","0.241930199563096","0.242047012260432","1.52422513505334",NA,"0.981950228397575","1.5","26.9607","84.5788398195086","100.042","99.1319984764706","85.3191693368431","0.288260833617202","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","108.644245500367","1.2622023933056","0.835949836130455","0.836167197408242","2.35634973360926",NA,"0.981950228397575","1.5","26.9748","108.64508228699","100.024","99.1319984764706","109.595536426267","0.426252557175145","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","134.708322307907","1.75957767646626","1.44199843924797","1.44236489892259","3.04532004607565",NA,"0.981950228397575","1.5","26.9858","134.709765749788","100.013","99.1319984764706","135.8878307491","0.317579237218284","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","185.314627139024","2.89535057596709","2.52005379546418","2.52088591019777","3.99389288135924",NA,"0.981950228397575","1.5","27.004","185.317149715396","100.004","99.1319984764706","186.937245276064","0.375296780502916","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","258.801920298087","3.942819675261","3.88826726318846","3.89069957170108","4.86343214429955",NA,"0.981950228397575","1.5","27.0457","258.80581245751","99.986","99.1319984764706","261.067994467513","0.0545524120725411","TRUE","FALSE","FALSE","Ac"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","438.443667234502","6.00302136517458","5.94505391487704","6.51446508916519","5.95348075800337","7.29173266818789","0.981950228397575","1.5","26.9607","438.449618239422","100.055","99.1319984764706","442.282687702063","0.0579674502975394","FALSE","FALSE","FALSE","co-limited"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","531.972721132019","6.26363692932851","6.26245982814316","7.58505111172488","6.26642790790588","7.29173266818789","0.981950228397575","1.5","27.0107","531.978989860576","100.064","99.1319984764706","536.630683641756","0.00117710118534387","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","715.438036845583","6.96500636082954","6.6621952009124","9.28294555829754","6.66442482798008","7.29173266818789","0.981950228397575","1.5","27.0191","715.444705709648","100.053","99.1319984764706","721.702424888967","0.302811159917133","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","894.709751231316","7.19853336661593","6.90703796329617","10.5718533118498","6.90873616985693","7.29173266818789","0.981950228397575","1.5","27.0203","894.716665183231","100.052","99.1319984764706","902.543845561309","0.291495403319758","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","1062.51913111171","7.42988846326963","7.06684685336278","11.5448736702307","7.06829354265502","7.29173266818789","0.981950228397575","1.5","27.0279","1062.52620503248","100.057","99.1319984764706","1071.82256732562","0.363041609906852","FALSE","TRUE","FALSE","Aj"
"none","100","wt-4","tobacco","ripe5","0","0","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99958","0","0","15","2","0","999.9","1","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","6","2275","1","21","18","21","data/tobacco/2023-03-23 ed aci ripe5","2023-03-23","100 - wt-4 - ripe5","100 - wt-4","1319.4257863109","7.57350248203646","7.23554753929648","12.7259602330185","7.23677745175168","7.29173266818789","0.981950228397575","1.5","26.943","1319.43302910123","100.043","99.1319984764706","1330.97870171968","0.337954942739978","FALSE","TRUE","FALSE","Aj"
