"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","VcMax","J","TPU","gm","rL","ag","as","J_lower","J_upper","rL_lower","rL_upper","TPU_lower","TPU_upper","VcMax_lower","VcMax_upper","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC"
"420","Inf","25","1","21","1800","Curve 9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","111.906954713701","1.11958950396627","14.53982116675","70.4054447393864","70.2036933077226","112.028364648473","8.60008925007928","Inf","1.12230325254615","5.62718115523747e-05","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","4.65239644308809","0.273670379005182","0.523135144112094","0.65034231846761","40.2147849461491"
"420","Inf","25","1","21","1800","Curve 10","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","16","0","1","0","0","0","163.027261878853","2.0313762798789","10.8382118897513","51.2314807501389","51.1873198812483","147.034978411319","9.92336535427809","Inf","2.05161490930754","0.00375033098811171","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","3.85049342330895","0.22649961313582","0.47591975493335","0.591645887896172","36.9987054137667"
"420","Inf","25","1","21","1800","Curve 11","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","8","0","0","0","0","101.356338431314","2.21461487844819","15.2580239490606","79.7350013235118","79.4642851720881","101.461906641956","7.78736362974314","Inf","2.21740722101298","4.26867369934576e-05","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","2.68229090025769","0.157781817662217","0.397217594854781","0.493806264942187","30.8526944094178"
"420","Inf","25","1","21","1800","Curve 12","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","8","0","0","0","0","42.2854799098801","0.531121064918116","13.4271181615442","32.9069252620684","32.8034614944132","42.3299340074925","3.24882631224496","Inf","0.531976459204488","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.477712157350614","0.0281007151382714","0.167632679207461","0.208394764667841","1.52058582446149"
"420","Inf","25","1","21","1800","Curve 13","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6","11","0","0","0","0","37.4773821694311","0.605821438971907","5.66645872497931","43.5067653136794","43.3399437574186","37.5151725924667","2.87924986238048","Inf","0.60635226162072","0","4.7619166207728e-05",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.108690231846131","0.00639354304977241","0.0799596338771784","0.0994028680060595","-23.6480237093346"
"420","Inf","25","1","21","1800","Curve 14","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","15","0","2","0","0","0","148.083196349582","1.48812011744361","7.19929753739387","37.6003797964659","37.6968651554157","101.248362262365","6.63818831699772","Inf","1.64123079006332","0.0685496193266764","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","1.00621816718734","0.0591893039521964","0.243288519976172","0.302447315800972","14.1846648206706"
"420","Inf","25","1","21","1800","Curve 15","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","72.1892029748531","1.61456319560995","9.29844919545576","119.347744634259","116.759894497764","72.5971385246086","5.64659030335127","Inf","1.67688678775317","0.0106769151442751","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.00332680754779411","0.000195694561634948","0.0139890872338029","0.0173907173457412","-82.9183329161803"
"420","Inf","25","1","21","1800","Curve 16","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","7","0","0","0","0","152.683557547489","0.775968543954659","16.2761668467894","114.478304329328","114.118824667313","152.845068432127","11.7368071909617","Inf","0.777992242696081","2.13616239284193e-05","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","6.65819694076194","0.391658643574232","0.625826368551399","0.778004261542543","46.3087114908158"
"420","Inf","25","1","21","1800","Curve 17","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","158.077984641981","2.07020790848881","17.7904358375631","23.2111742137931","23.5901992108119","71.9850802138034","5.02450121548463","Inf","2.47413167631523","0.295953420404184","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.0149882714948696","0.000881663029109975","0.0296928110678321","0.0369130076788283","-57.3290005491097"
"420","Inf","25","1","21","1800","Curve 18","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","79.1580827951897","1.59432724097976","9.41849920744076","52.506970776245","52.3565627632738","79.244518369836","6.08223167541562","Inf","1.59721374875972","7.30010138701458e-05","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","2.16916825387435","0.127598132580844","0.357208808095271","0.444068816726166","27.2431278958355"
"420","Inf","25","1","21","1800","Curve 19","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6","11","0","0","0","0","62.4978144070366","1.08833442652831","8.9355813850835","73.4495622426039","73.1678699418916","62.560741031762","4.80146496726055","Inf","1.08928105034925","0","5.25113049858455e-05",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.283204460734668","0.0166590859255687","0.129070081450229","0.160455165285471","-7.36768154377984"
"420","Inf","25","1","21","1800","Curve 20","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","12","0","0","0","0","85.1363903351361","0.752318927326705","12.3145282531716","111.738172377576","111.248593173677","85.0657686429943","6.52150708449372","Inf","0.716454310944041","0","0.00612461395270247",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.193384984787515","0.011375587340442","0.106656398497427","0.132591301232401","-13.8529464506515"
"420","Inf","25","1","21","1800","Curve 21","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","60.0975888235495","2.40676330528921","15.1421867496707","40.0264278391842","39.9119649641771","60.1642957445161","4.61758074838459","Inf","2.41042867138129","0.000156705465937322","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","1.24228408312751","0.0730755343016184","0.270324868078426","0.336057906688647","17.7674619714625"
"420","Inf","25","1","21","1800","Curve 22","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","108.172820108198","1.94088484557346","17.2398704029806","27.1978446838912","27.177960552039","81.7068222956886","5.53647426628824","Inf","1.94965739546405","0.00138655368583571","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","1.26765306295199","0.0745678272324697","0.273071102888002","0.339471924525563","18.1111258316052"
"420","Inf","25","1","21","1800","Curve 23","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1","16","0","0","0","0","30.1561534168199","0.893900947142392","9.5192134848237","48.3960028657457","44.1769229205906","31.7956040500701","2.42089510801551","Inf","1.20828618906275","0.132645183535272","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.0319816657462545","0.00188127445566203","0.0433736608515125","0.0539205355940611","-44.4447889787313"
"420","Inf","25","1","21","1800","Curve 24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","196.850966438255","1.30166972296312","4.64957273555919","54.4488049838692","57.573256135778","74.007202596609","5.74779328491269","Inf","4.58471293341652","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.0149258917036254","0.000877993629625026","0.0296309572849921","0.0368361133371062","-57.3999006094744"
"420","Inf","25","1","21","1800","Curve 25","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","50.6245553234592","2.49787384963362","16.8286928239837","97.0125514828833","81.4115334004908","56.9250838169806","4.34439384901256","Inf","3.89749828999492","0.330828287264543","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.114167355347393","0.00671572678514078","0.0819495380410456","0.101876643476936","-22.8122446413425"
"420","Inf","25","1","21","1800","Curve 26","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","127.330964149698","1.17498015220976","7.41226841844618","74.5418284428306","74.3279854102064","117.145455788565","7.41963806761262","Inf","1.1776046508276","0","3.56110383971871e-08",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","5.00908350258365","0.294651970740215","0.542818543106455","0.674811994193645","41.470583680691"
"420","Inf","25","1","21","1800","Curve 27","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7","10","0","0","0","0","76.3647521974752","2.1763057248597","11.951271188017","77.7161267868942","77.4268101678413","76.4423235247031","5.86690681736324","Inf","2.17854439156777","0","1.67496393928481e-05",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.786390830711285","0.0462582841594874","0.21507739109327","0.267376280771514","9.99415998923606"
"420","Inf","25","1","21","1800","Curve 28","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","177.186014378048","0.935928632642608","13.9462257675081","38.037844683975","38.0124444086204","114.531546635739","7.72248952752639","Inf","0.948704316126079","0.00249860706701094","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","2.47491124724498","0.145583014543822","0.381553422922429","0.474333144074632","29.4847603865408"
"420","Inf","25","1","21","1800","Curve 29","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","0","4","0","0","0","103.964488587319","1.07639185810694","4.88998579178005","31.1276328918757","32.940828089337","70.2474689462372","5.52085195424627","Inf","2.95645823379799","1","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.00876356580283523","0.000515503870755014","0.0227047103208786","0.0282256585442705","-66.4523075495788"
"420","Inf","25","1","21","1800","Curve 30","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","169.287978549674","0.521280090899672","15.4887065122835","96.2347834366374","95.9590327572604","169.470728447932","13.6497347987628","Inf","0.523929225727153","5.98738483893896e-05","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","11.9960196671794","0.705648215716436","0.840028699340943","1.0442926996158","56.3170565861832"
"420","Inf","25","1","21","1800","Curve 31","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7","0","10","0","0","0","170.289749053121","0.67984668384539","2.19146277448162","73.8044235687703","77.9727989916084","44.0940179096612","3.67450149262827","Inf","5.12355771913073","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.00674723523771698","0.00039689619045394","0.019922253648971","0.0247666110239297","-70.8972984110808"
"420","Inf","25","1","21","1800","Curve 32","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","25.4054650232894","0.990238768882118","8.48470067426562","47.3822878225474","37.2584124251506","28.0232685428003","2.11942413281124","Inf","1.54988058255162","0.275589610716047","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.0335622550938339","0.00197425029963729","0.0444325364979008","0.0552368907473932","-43.624721183877"
"420","Inf","25","1","21","1800","Curve 33","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","0","4","0","0","0","147.068199436157","1.78609060978517","6.95146733865142","51.8971605829429","51.6957130846479","114.857754143775","6.04502985834777","Inf","1.76590176159519","0","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","4.40864570525834","0.259332100309314","0.509246600685085","0.633076593474521","39.2999315616925"
"420","Inf","25","1","21","1800","Curve 34","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","3","9","0","0","0","81.0989646630129","2.36892016471131","2.97427124302834","104.128751212382","71.1147269048759","38.2679178533095","3.05628791102625","Inf","0.945403906263182","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","39.2859979862607","2.31094105801534","1.52017796919155","1.88982918868011","76.484042170915"
"420","Inf","25","1","21","1800","Curve 35","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","157.546164525277","0.657710462969262","11.7554951523617","23.7334787967848","23.7152568091893","71.5351404016344","4.81311264500451","Inf","0.663386957787709","0.000742312933468844","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.979411971490984","0.0576124689112343","0.240025975492725","0.298391440818476","13.7256336995397"
"420","Inf","25","1","21","1800","Curve 36","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","9","0","0","0","0","106.755016388092","2.13099699160783","17.6221569136344","100.861111025559","100.502739680163","106.864620304274","8.20239978964968","Inf","2.13341591896955","1.54218130060013e-05","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","1.94130409972374","0.114194358807279","0.337926558304136","0.420097834895607","25.3564026610582"
"420","Inf","25","1","21","1800","Curve 37","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7","10","0","0","0","0","98.7693007582333","1.20121077910298","9.99081473411992","103.037323149503","102.653545806771","98.8695666656063","7.5881809501046","Inf","1.20236423471387","0","1.90658753592099e-05",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","1.20456046733082","0.0708564980782835","0.266188839131703","0.330916148034626","17.2432339110142"
"420","Inf","25","1","21","1800","Curve 38","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","140.847629158548","1.3364206994907","11.6628062687628","87.7000313559547","87.4491658533635","141.002876631074","10.8432940154074","Inf","1.34018143268199","0.000145125198786132","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","7.46108389268068","0.438887287804746","0.662485688754667","0.823577776460767","48.2441951389746"
"420","Inf","25","1","21","1800","Curve 39","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","12","0","0","0","0","82.3577795309713","2.37611748408526","14.9247050190903","104.51998356753","104.107329364108","82.439632988687","6.32710330531844","Inf","2.37812623994892","0","9.43433671868156e-05",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.301476036090464","0.0177338844759097","0.133168631726506","0.165550331838569","-6.30481744043038"
"420","Inf","25","1","21","1800","Curve 40","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","24.0701732041314","2.01633436584845","14.7694050507061","105.642447773716","39.5805300925975","27.5293176339386","2.10402234093747","Inf","2.81369314057298","0.380430736243685","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.0165674843755016","0.000974557904441271","0.0312179099947654","0.0388089544206929","-55.6260424304176"
"420","Inf","25","1","21","1800","Curve 41","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","9","0","0","0","0","117.496024883189","1.16323336088331","16.482825881429","112.762805926264","112.362144596897","117.616654368699","9.02768258964288","Inf","1.16463141547129","1.50614028690488e-05","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","2.24742324626811","0.132201367427536","0.363595059685271","0.452007969184385","27.8456169931171"
"420","Inf","25","1","21","1800","Curve 42","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0","0","89.7406591140665","1.85083287345478","15.9407942399196","44.4374233128037","45.8302107478173","96.0056843251398","6.96774735263012","Inf","3.33942033875464","0.568228584929148","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.0139713218092091","0.00082184245936524","0.0286677948116914","0.0356387452707521","-58.5234410923868"
"420","Inf","25","1","21","1800","Curve 43","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","187.987413471285","1.95488155565225","10.1750205360539","98.356516530388","98.0743547711984","160.808339500067","10.1851127940802","Inf","1.9587771768926","0","2.74622371332559e-08",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","9.92135935431522","0.583609373783249","0.763943305346181","0.949706143753531","53.0890123210978"
"420","Inf","25","1","21","1800","Curve 44","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","163.860764301079","1.2171618671692","13.5299045078643","29.2974137306446","29.3049515923603","88.4065870986391","5.95126109234006","Inf","1.25463431232195","0.0187261392513962","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","1.30312238292387","0.0766542578190514","0.276865053444907","0.344188423940866","18.5802579808215"
"420","Inf","25","1","21","1800","Curve 45","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","0","7","0","0","0","192.857336158864","2.38072303275578","4.46988089712337","60.1814124983503","59.9923698154148","82.9967073816696","4.47423558205558","Inf","2.38382561937874","0","2.1424887869253e-08",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","2.07379060144586","0.121987682437992","0.349267350947654","0.434196290073119","26.4787116784847"
"420","Inf","25","1","21","1800","Curve 46","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","12","0","0","0","0","52.3529944971902","1.81109801595565","15.1055126040429","66.1886710533872","65.9275601187037","52.4055224620091","4.02205259952602","Inf","1.81280562895771","0","6.87012279607222e-05",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.125423292917489","0.00737784075985227","0.0858943581374951","0.106780698339885","-21.2137523445137"
"420","Inf","25","1","21","1800","Curve 47","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","22.5019437880488","1.39193234728416","5.57244683740661","75.2175735266646","36.2495391120123","22.5312040229491","1.72940325507563","Inf","1.39455211319563","0.000636796879183732","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.000162727070440596","9.57218061415271e-06","0.00309389408580073","0.00384621502779735","-134.219131695525"
"420","Inf","25","1","21","1800","Curve 48","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2","15","0","0","0","0","77.6282839977881","2.41937016558135","6.6296787163429","113.300623141695","112.850844544759","77.7470745612692","6.067341175513","Inf","2.42903564419526","0.00124589746049221","0",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.0515705655181248","0.00303356267753676","0.0550777875149026","0.0684706742256891","-36.3223882041505"
"420","Inf","25","1","21","1800","Curve 49","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","165.666848574136","0.981273097358644","11.2775105879828","33.7785505043576","33.8791307556818","102.017869986831","6.89364214737667","Inf","1.11591512363912","0.0662739325205543","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","1.17514768815609","0.0691263345974172","0.262918874555284","0.326851048666193","16.8229784196729"
"420","Inf","25","1","21","1800","Curve 50","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","20.7351866559591","1.38782163587865","13.1944853028655","102.184344941168","33.5005783926874","20.7562964034262","1.59306310839719","Inf","1.38929839227415","0","4.71028866305064e-06",NA,NA,NA,NA,NA,NA,NA,NA,"17","6","11","0.000155737700731922","9.16104121952484e-06","0.00302672119950365","0.00376270817282062","-134.965452034276"
