"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","RSS_reported","citransition1","citransition2","alpha","theta_J","V_cmax","V_cmax_se","J_max","J","J_se","V_TPU","V_TPU_se","R_d","R_d_se","V_cmax_pts","J_max_pts","V_TPU_pts","J_lower","J_upper","R_d_lower","R_d_upper","V_TPU_lower","V_TPU_upper","V_cmax_lower","V_cmax_upper","admissible","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC"
"420","Inf","298.15","1","21","1800","Curve 9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0.0745630675280818","0","0.123624279127689","111.906954713701","1.11958950396627","14.53982116675","70.4054447393864","0.0939188621999348","314","1330","0.36125","0.7","70.1986131236647","3.54265234782746e-15","115.869317357555","109.25062289599","0.0655711427354739",NA,NA,"0.822835292378671","3.73843292380993e-16","11","6","0","109.122103456228","109.379142335752","0.822835292378671","0.822835292378672",NA,NA,"70.1986131236647","70.1986131236647","TRUE","17","4","13","0.0939188621999339","0.00552463895293729","0.0743279150315498","0.0849972226695283","-30.1312253582112"
"420","Inf","298.15","1","21","1800","Curve 10","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.161522892084417","0","0.440129843887407","163.027261878853","2.0313762798789","10.8382118897513","51.2314807501389","9.96553190423731e-29","1186.5","1330","0.36125","0.7","50.8281220291393","1.90551787087676e-15","159.562002650311","146.733742805606",NA,NA,NA,"1.56388544414638","5.47700928670626e-16","16","1","0",NA,NA,"1.56388544414638","1.56388544414638",NA,NA,"50.8281220291393","50.8281220291393","TRUE","17","4","13","1.03833816649716e-28","6.10787156763033e-30","2.47141084557593e-15","2.8261664256308e-15","-1085.31165517418"
"420","Inf","298.15","1","21","1800","Curve 11","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","9","0","0.113912944838129","0","0.565327874505892","101.356338431314","2.21461487844819","15.2580239490606","79.7350013235118","3.41059974717935","157","1330","0.36125","0.7","76.9355112375236","0.982151975553625","97.767107035351","93.099993013738","0.302956850794428",NA,NA,"1.66498618434786","0.0594085254754936","9","8","0","92.5061975861809","93.693788441295","1.5485454744159","1.78142689427983",NA,NA,"75.0104933654385","78.8605291096087","TRUE","17","4","13","3.41059974717934","0.200623514539961","0.447910163470267","0.512204867905512","30.9363819110722"
"420","Inf","298.15","1","21","1800","Curve 12","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","8","0","0.305172070498847","0","0.424229678958654","42.2854799098801","0.531121064918116","13.4271181615442","32.9069252620684","0.18655792225094","157","1330","0.36125","0.7","32.3795494389021","1.72848200295905e-15","39.2508492048247","38.5230606572121","0.0722283825451222",NA,NA,"-0.0382754604261805","1.04552624912089e-16","9","8","0","38.3814930274237","38.6646282870006","-0.0382754604261807","-0.0382754604261803",NA,NA,"32.3795494389021","32.3795494389021","TRUE","17","4","13","0.186557922250941","0.010973995426526","0.104756839521465","0.119794029082916","-18.4639464417559"
"420","Inf","298.15","1","21","1800","Curve 13","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","12","0","0.0735821474201611","0","0.165241572624072","37.4773821694311","0.605821438971907","5.66645872497931","43.5067653136794","0.175133203067919","74.5","1330","0.36125","0.7","41.4010733254765","0.888518277388771","36.3918572930195","35.7672838617817","0.0548433077285466",NA,NA,"0.427579200136731","0.0208413559029895","6","11","0","35.6597909786338","35.8747767449297","0.386730142566871","0.46842825770659",NA,NA,"39.6595775017945","43.1425691491584","TRUE","17","4","13","0.17513320306792","0.0103019531216424","0.1014985375345","0.116068018210782","-19.5382601015016"
"420","Inf","298.15","1","21","1800","Curve 14","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","16","0","1","0.149686665729623","0","0.434982228536392","148.083196349582","1.48812011744361","7.19929753739387","37.6003797964659","1.07075541932108e-28","1186.5","1330","0.36125","0.7","37.3296015623275","1.97764743913762e-15","102.945557549226","97.7565333898778",NA,NA,NA,"1.17027036349006","5.68433052008262e-16","16","1","0",NA,NA,"1.17027036349006","1.17027036349007",NA,NA,"37.3296015623275","37.3296015623275","FALSE","17","4","13","0.417697803065779","0.0245704590038694","0.156749669868454","0.179250105260302","-4.7616668605466"
"420","Inf","298.15","1","21","1800","Curve 15","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0.180145814251649","0","0.462187753644539","72.1892029748531","1.61456319560995","9.29844919545576","119.347744634259","2.24775630366667","157","1330","0.36125","0.7","56.3490559940203","2.61987173131531","67.0803704006079","64.9202357545302","0.193130992836742",NA,NA,"0.731060153420147","0.158471112787446","9","8","0","64.5416990085702","65.2987725004902","0.420456772356753","1.04166353448354",NA,NA,"51.2141074006423","61.4840045873983","TRUE","17","4","13","2.24775630366667","0.132220959039216","0.363622000213431","0.415817665631563","23.8481361253221"
"420","Inf","298.15","1","21","1800","Curve 16","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","8","0","0.199290800088903","0","0.362923550447449","152.683557547489","0.775968543954659","16.2761668467894","114.478304329328","2.97184402140869","157","1330","0.36125","0.7","113.331594137419","9.51005351130024e-15","153.580850794078","141.730291994185","0.288279690545586",NA,NA,"-0.518071666566463","5.75245247540146e-16","9","8","0","141.165263800716","142.295320187655","-0.518071666566464","-0.518071666566462",NA,NA,"113.331594137419","113.331594137419","TRUE","17","4","13","2.97184402140871","0.174814354200512","0.418108065218207","0.47812486471863","28.595388207194"
"420","Inf","298.15","1","21","1800","Curve 17","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.0108829922765322","0","0.3911138430133","158.077984641981","2.07020790848881","17.7904358375631","23.2111742137931","1.55306990715387e-29","1186.5","1330","0.36125","0.7","23.2268774484273","1.40838694984492e-15","69.3655822662141","67.0527756217513",NA,NA,NA,"2.05808495903213","4.04811128852197e-16","16","1","0",NA,NA,"2.05808495903213","2.05808495903213",NA,NA,"23.2268774484273","23.2268774484273","TRUE","17","4","13","1.32084897817943e-28","7.76969987164372e-30","2.78741813720936e-15","3.18753458886745e-15","-1081.22055116772"
"420","Inf","298.15","1","21","1800","Curve 18","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","8","0","0.392790805050123","0","0.943526646408718","79.1580827951897","1.59432724097976","9.41849920744076","52.506970776245","0.984211271977666","211","1330","0.36125","0.7","50.9039394252981","0.180209757020218","72.932205412155","70.3703051310832","0.184193465495893",NA,NA,"0.413209801884236","0.0146479111631428","10","7","0","70.0092859387112","70.7313243234551","0.384499896004476","0.441919707763996",NA,NA,"50.5507283015385","51.2571505490578","TRUE","17","4","13","0.984211271977666","0.0578947807045686","0.240613342740108","0.275151884207427","9.80873341941226"
"420","Inf","298.15","1","21","1800","Curve 19","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0.174650562440762","0","0.492092071882216","62.4978144070366","1.08833442652831","8.9355813850835","73.4495622426039","1.74789304373009","157","1330","0.36125","0.7","48.4630716521702","2.22049941219725","57.7608985344472","56.1677760955439","0.174697588861786",NA,NA,"0.354254778695482","0.134313832463127","9","8","0","55.8253688213748","56.510183369713","0.0909996670677531","0.617509890323211",NA,NA,"44.1108928042636","52.8152505000769","TRUE","17","4","13","1.74789304373009","0.102817237866476","0.32065127142501","0.366678757301484","19.5722717685888"
"420","Inf","298.15","1","21","1800","Curve 20","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0.332936044383836","0","0.457055023516295","85.1363903351361","0.752318927326705","12.3145282531716","111.738172377576","2.31188253217358","94","1330","0.36125","0.7","77.663902476395","2.94131180833146","76.9817516818122","74.1209762830767","0.206466030473499",NA,NA,"-1.03014845681467","0.0950488708091646","7","10","0","73.7163028633486","74.5256497028047","-1.21644424360063","-0.843852670028709",NA,NA,"71.8989313320653","83.4288736207246","TRUE","17","4","13","2.31188253217358","0.135993090127858","0.368772409661918","0.42170738416526","24.3263396878147"
"420","Inf","298.15","1","21","1800","Curve 21","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","7","0","0.524091639793699","0","0.988867655280046","60.0975888235495","2.40676330528921","15.1421867496707","40.0264278391842","0.133565528126693","211","1330","0.36125","0.7","38.887619922539","3.63433010238087e-15","55.1933507543717","53.7408600010891","0.0681913363876796",NA,NA,"1.21872654791835","2.95407670247501e-16","10","7","0","53.6072049817693","53.874515020409","1.21872654791835","1.21872654791835",NA,NA,"38.887619922539","38.887619922539","TRUE","17","4","13","0.133565528126693","0.00785679577215839","0.0886385681978132","0.101362080653275","-24.1444889810067"
"420","Inf","298.15","1","21","1800","Curve 22","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.129899629928789","0","0.488050592410145","108.172820108198","1.94088484557346","17.2398704029806","27.1978446838912","1.41994962939782e-29","1186.5","1330","0.36125","0.7","27.0325244152484","1.27855901113362e-15","81.2320870774058","78.0391508987747",NA,NA,NA,"1.74244045542318","3.67494825664311e-16","16","1","0",NA,NA,"1.74244045542318","1.74244045542318",NA,NA,"27.0325244152484","27.0325244152484","TRUE","17","4","13","1.5432091458386e-29","9.07770085787414e-31","9.52769691891705e-16","1.08953382615566e-15","-1117.7194777108"
"420","Inf","298.15","1","21","1800","Curve 23","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0.0901679941347113","0","0.621592497454258","30.1561534168199","0.893900947142392","9.5192134848237","48.3960028657457","0.481389094424349","157","756","0.36125","0.7","23.004540462085","0.985824235775919","26.9535942996783","26.6128932355414","0.120732835842002","2.11954108046743","0.0378665758244228","0.708935513131892","0.0596306535884528","9","5","3","26.3762568772911","26.8495295937918","0.592059432098524","0.825811594165259","2.04532259185156","2.19375956908329","21.0723249599642","24.9367559642058","FALSE","17","4","13","0.694085251181035","0.0408285441871197","0.202060743805222","0.231065300657134","3.87155502308464"
"420","Inf","298.15","1","21","1800","Curve 24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","12","0","5","0.132308498313638","0","0.974085588651942","196.850966438255","1.30166972296312","4.64957273555919","54.4488049838692","3.74853040980695","566","756","0.36125","0.7","51.8585771979288","0.86021508167747","85.3157458734559","81.7857560956328",NA,"5.21661934523864","0.111175395690262","0.768797212883888","0.151967087374963","13","1","3",NA,NA,"0.470941721628961","1.06665270413882","4.99871556968573","5.43452312079155","50.1725556378409","53.5445987580166","FALSE","17","4","13","31.5798457300281","1.8576379841193","1.36295193756761","1.55859516947469","68.7721083839677"
"420","Inf","298.15","1","21","1800","Curve 25","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0.317972519155201","0","0.994325292783324","50.6245553234592","2.49787384963362","16.8286928239837","97.0125514828833","1.30988097417442","157","756","0.36125","0.7","34.9816482809505","1.37932611216494","42.4094338517879","41.558221859379","0.226307064890809","3.35144614003038","0.0635490666958979","1.58377889403973","0.0834328418749797","9","5","3","41.114660012193","42.001783706565","1.42025052396477","1.74730726411469","3.22688996930642","3.47600231075434","32.2781691011072","37.6851274607938","FALSE","17","4","13","2.28223994217956","0.134249408363503","0.366400611849248","0.418995129600807","24.106958935122"
"420","Inf","298.15","1","21","1800","Curve 26","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","2","4","0.511498228707313","0","0.705148127885768","127.330964149698","1.17498015220976","7.41226841844618","74.5418284428306","3.93664113081271","314","756","0.36125","0.7","72.4742884350103","6.36798760311589e-15","120.930457153424","113.701952267068","0.592381214827292","7.31774500372604","0.0859928598089348","-0.987776593895035","6.71990705734961e-16","11","3","3","112.540885086006","114.863019448129","-0.987776593895036","-0.987776593895034","7.14919899850053","7.48629100895156","72.4742884350103","72.4742884350104","FALSE","17","4","13","3.74484621268758","0.220285071334563","0.469345364667175","0.536716958259807","32.5257526541957"
"420","Inf","298.15","1","21","1800","Curve 27","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1","16","0","0.16833950812069","0","0.750522312507965","76.3647521974752","2.1763057248597","11.951271188017","77.7161267868942","3.08771691288824","157","756","0.36125","0.7","55.4953781455006","2.23244487044299","67.5178089458378","65.3288672298864","0.334317991767716","5.24445701887506","0.0973206805691388","1.39238161716301","0.135036390761815","9","5","3","64.6736039660217","65.9841304937511","1.12771029126985","1.65705294305617","5.05370848495955","5.43520555279058","51.1197861994323","59.8709700915688","FALSE","17","4","13","5.05311449268075","0.297242028981221","0.545199072799304","0.623458992092982","37.619364614984"
"420","Inf","298.15","1","21","1800","Curve 28","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.13325234301295","0","0.408967788793379","177.186014378048","0.935928632642608","13.9462257675081","38.037844683975","5.15594557271796e-29","1186.5","1330","0.36125","0.7","37.7993960467128","1.9840746495785e-15","115.723115303849","109.121616858988",NA,NA,NA,"0.649251715717337","5.70280418113314e-16","16","1","0",NA,NA,"0.649251715717335","0.649251715717338",NA,NA,"37.7993960467128","37.7993960467128","TRUE","17","4","13","6.62150122319887e-29","3.89500071952875e-30","1.97357561788971e-15","2.25687006258308e-15","-1092.95969160908"
"420","Inf","298.15","1","21","1800","Curve 29","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0.00522987312384758","0","0.800891683817608","103.964488587319","1.07639185810694","4.88998579178005","31.1276328918757","0.366379109905189","948.5","1330","0.36125","0.7","31.0391373721013","0.049596138156187","74.596349579109","71.9136992910096","0.459182252165682",NA,NA,"1.05846914256269","0.0125030044662791","15","2","0","71.0137020767648","72.8136965052543","1.03396325380878","1.0829750313166",NA,NA,"30.9419289413151","31.1363458028874","FALSE","17","4","13","2.11149222729617","0.124205425135069","0.352427900619501","0.403016723006357","22.7849968223571"
"420","Inf","298.15","1","21","1800","Curve 30","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0.108326368957428","0","0.614018901964882","169.287978549674","0.521280090899672","15.4887065122835","96.2347834366374","2.82346357300237","314","1330","0.36125","0.7","95.7676588889762","3.69270114763042e-15","173.484721704713","158.221046949786","0.359523626323297",NA,NA,"-0.0698357697637397","3.89677399662379e-16","11","6","0","157.516380642192","158.925713257379","-0.0698357697637405","-0.069835769763739",NA,NA,"95.7676588889762","95.7676588889762","TRUE","17","4","13","2.82346357300237","0.166086092529551","0.407536614955701","0.466035948844686","27.724677207645"
"420","Inf","298.15","1","21","1800","Curve 31","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","0","8","0.134687258938431","0","0.193651963922894","170.289749053121","0.67984668384539","2.19146277448162","73.8044235687703","3.1400297597086","157","314","0.36125","0.7","73.3357535318946","5.85243421710936e-15","52.6572842889037","51.3371412814911","1.46533357006258","2.14890186135622","0.0306683253953828","0.116384712209852","3.54002736780942e-16","9","2","6","48.4650874841684","54.2091950788137","0.116384712209851","0.116384712209853","2.08879194358127","2.20901177913117","73.3357535318946","73.3357535318946","FALSE","17","4","13","20.6902037783469","1.21707081049099","1.10320932306203","1.26156812610176","61.5835090741398"
"420","Inf","298.15","1","21","1800","Curve 32","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0.11620763762206","0","0.532185562810628","25.4054650232894","0.990238768882118","8.48470067426562","47.3822878225474","0.314179873817979","157","1330","0.36125","0.7","19.7467296384402","0.884655727270881","23.350228225344","23.0950841305593","0.0766271088882129",NA,NA,"0.788198720691924","0.0535111608170298","9","8","0","22.9448949971384","23.2452732639802","0.683316845490545","0.893080595893302",NA,NA,"18.0128044129892","21.4806548638911","TRUE","17","4","13","0.314179873817979","0.0184811690481164","0.135945463506939","0.155459585106172","-9.6031400990708"
"420","Inf","298.15","1","21","1800","Curve 33","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","0","4","0.0824497744651595","0","0.769254159401171","147.068199436157","1.78609060978517","6.95146733865142","51.8971605829429","2.85436161366307","756","1330","0.36125","0.7","51.6866402308864","0.013396720260047","109.129794235743","103.279405377544","0.76548884508215",NA,NA,"1.54269981598072","0.0028737099931645","14","3","0","101.779047241183","104.779763513905","1.53706734439412","1.54833228756732",NA,NA,"51.6603826591767","51.7128978025961","FALSE","17","4","13","13.7906186120293","0.811212859531135","0.900673558805372","1.02995961877636","54.6870886345007"
"420","Inf","298.15","1","21","1800","Curve 34","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","11","6","0.0545914642212779","0","0.367115141368704","81.0989646630129","2.36892016471131","2.97427124302834","104.128751212382","4.89338570293597","60.5","314","0.36125","0.7","91.8447610933926","2.39034693809602","74.419241743759","71.7495796330933","0.206807204329829","3.2145287931225","0.0689279174382332","2.15569421465075","0.037531716549366","5","6","6","71.3442375126068","72.1549217535798","2.08213205021399","2.22925637908751","3.07943007494356","3.34962751130143","87.1596810947244","96.5298410920608","FALSE","17","4","13","6.98828668373358","0.411075687278446","0.641151844166767","0.73318518406563","43.1312853618328"
