"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","A","pCi","Cc","Ac","Aj","Ap","Limiting process","residual","res^2","Ci","A_fit","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","4.35687848968264","13.2","13.2","4.33649578270187","11.1815357581778",NA,"1","0.0203827069807687","0.000415454743863878","132","4.33649578270187","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","6.92162747928138","18.2","18.2","6.89585681821414","14.7720960376567",NA,"1","0.0257706610672379","0.000664126971842452","182","6.89585681821414","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","9.52085641627947","24","24","9.48962536660128","17.7192687754428","61.039277527391","1","0.0312310496781922","0.000975378464001711","240","9.48962536660128","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","14.790923234438","38.8","38.8","14.748620973439","22.2451676747637","39.9869620420229","1","0.042302260999076","0.00178948128563394","388","14.748620973439","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","17.1693598207358","47.3","47.3","17.1220610056192","23.8390349849643","36.5558325057541","1","0.0472988151166582","0.00223717791143982","473","17.1220610056192","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","21.2666906809419","65.9","65.9","21.210784305927","26.1278576459702","33.0270341106874","1","0.0559063750148674","0.00312552276730299","659","21.210784305927","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","24.4338844733756","85.3","85.3","24.3713245448138","27.5916657840857","31.329419396357","1","0.0625599285617433","0.00391374466165043","853","24.3713245448138","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","26.8283882065958","104.4","104.4","26.7607979704964","28.5599607031706","30.3759650119935","1","0.0675902360993597","0.00456844001596718","1044","26.7607979704964","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","29.5264020374838","132.9","132.9","29.4531438881873","29.5332095995186","29.5265309207609","1","0.0732581492964854","0.00536675643834615","1329","29.4531438881873","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","-1.46582208618282","2.5","2.5","-1.46654861041084","-2.61310832742488",NA,"2","1.14728624124206","1.31626571934334","25","-2.61310832742488","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","-1.0239547490532","3.3","3.3","-1.02600751547237","-1.37799718308989",NA,"2","0.35404243403669","0.125346045098624","33","-1.37799718308989","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","-0.592867529977303","4.1","4.1","-0.596214182615177","-0.258923375704055",NA,"1","0.00334665263787415","1.120008387859e-05","41","-0.596214182615177","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","-0.276391403540368","4.7","4.7","-0.280687943069861","0.513734679930301",NA,"1","0.00429653952949316","1.84602519284973e-05","47","-0.280687943069861","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","0.0343980383558136","5.3","5.3","0.029168680227223","1.23553357485431",NA,"1","0.0052293581285906","2.73461864370566e-05","53","0.029168680227223","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","0.787476162768686","6.8","6.8","0.779986479203235","2.84797092329816",NA,"1","0.00748968356545154","5.60953599105949e-05","68","0.779986479203235","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","1.41388054281283","8.1","8.1","1.40451073856923","4.05936105791175",NA,"1","0.00936980424360745","8.77932315635242e-05","81","1.40451073856923","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","2.5990004572548","10.7","10.7","2.58607357625978","6.08228396524599",NA,"1","0.0129268809950158","0.000167104252259301","107","2.58607357625978","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","3.66072085958707","13.2","13.2","3.64460727915885","7.64776571478006",NA,"1","0.0161135804282222","0.000259647474216785","132","3.64460727915885","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","5.58429602202522","18.2","18.2","5.56240892922368","10.0244142984311",NA,"1","0.0218870928015411","0.000479044831303273","182","5.56240892922368","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","7.53373132543177","24","24","7.50599310236769","11.9750926236032","36.4407156107505","1","0.0277382230640733","0.000769409018752285","240","7.50599310236769","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","11.4863090150658","38.8","38.8","11.446707332417","14.9705213473604","23.9130603077757","1","0.0396016826487191","0.00156829326860986","388","11.446707332417","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","13.2701489001348","47.3","47.3","13.225193113394","16.025357667134","21.8728111817742","1","0.0449557867407098","0.00202102276147618","473","13.225193113394","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","16.3431684848766","65.9","65.9","16.2889891871744","17.5400749714323","19.7749298920091","1","0.0541792977021771","0.00293539629950113","659","16.2889891871744","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","18.508836203651","85.3","85.3","18.6572714268156","18.5087778308469","18.7658533844447","2","5.83728041263498e-05","3.4073842615732e-09","853","18.5087778308469","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","18.122787605855","104.4","104.4","20.4477714832654","19.1495529507094","18.1991577884785","3","-0.076370182623446","0.00583240479393849","1044","18.1991577884785","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","17.7728240245767","132.9","132.9","22.4652224688234","19.7935964075889","17.6943154483685","3","0.0785085762081934","0.00616359653823771","1329","17.6943154483685","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","-4.07328045398114","2.5","2.5","-3.85114258736252","-4.14844291146128",NA,"2","0.0751624574801344","0.00564939501445301","25","-4.14844291146128","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","-2.8649909847781","3.3","3.3","-2.69377678495529","-2.47385437190644",NA,"1","-0.171214199822815","0.0293143022209667","33","-2.69377678495529","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","-1.68617982733645","4.1","4.1","-1.56464692336763","-1.01554012913758",NA,"1","-0.121532903968823","0.0147702467470951","41","-1.56464692336763","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","-0.820773542020219","4.7","4.7","-0.735713405910169","-0.0396944993627462",NA,"1","-0.08506013611005","0.00723522675506024","47","-0.735713405910169","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","0.0290824627753761","5.3","5.3","0.0783252015516793","0.849975041573139",NA,"1","-0.0492427387763033","0.00242484732219124","53","0.0783252015516793","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","2.0883801088205","6.8","6.8","2.05083322488349","2.76459355871285",NA,"1","0.0375468839370048","0.00140976849337891","68","2.05083322488349","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","3.8012874732496","8.1","8.1","3.69154967306153","4.14043173717512",NA,"1","0.109737800188066","0.0120423847901158","81","3.69154967306153","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","7.04200655799828","10.7","10.7","6.79568782827566","6.3269520347802",NA,"2","0.715054523218072","0.511302971174624","107","6.3269520347802","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","9.5211629301915","13.2","13.2","9.57661047659751","7.93039707837434",NA,"2","1.59076585181716","2.53053599530759","132","7.93039707837434","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","8.58873842090697","18.2","18.2","14.614955527915","10.2292870885104",NA,"2","-1.6405486676034","2.69139993077529","182","10.2292870885104","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","8.14159718564569","24","24","19.7210350331903","12.0040292794433","8.17489519516225","3","-0.033298009516562","0.00110875743776506","240","8.17489519516225","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","7.70833421351753","38.8","38.8","30.073866901363","14.5515188716562","7.74228499066924","3","-0.0339507771517109","0.00115265526920514","388","7.74228499066924","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","7.59849965994051","47.3","47.3","34.7462088159302","15.4013512257528","7.62990196950971","3","-0.0314023095692058","0.000986105046280231","473","7.62990196950971","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","7.46615087467013","65.9","65.9","42.7952486037807","16.5816880992379","7.49297886195129","3","-0.0268279872811554","0.000719740901557837","659","7.49297886195129","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","7.39391675553254","85.3","85.3","49.0170719616946","17.3129242145379","7.41754494705859","3","-0.0236281915260506","0.000558291434791727","853","7.41754494705859","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","7.3505091346512","104.4","104.4","53.7209771327495","17.7868894815674","7.37197288371089","3","-0.0214637490596878","0.000460692523697251","1044","7.37197288371089","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","7.30995544865113","132.9","132.9","59.0211155433188","18.2556827548231","7.32923200619832","3","-0.0192765575471903","0.000371585670870138","1329","7.32923200619832","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","-2.5513865114986","2.5","2.5","-2.56624742296489","-0.0294498567081893",NA,"1","0.0148609114662901","0.000220846689608912","25","-2.56624742296489","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","-1.4871402378953","3.3","3.3","-1.5053708702798","2.86055380223583",NA,"1","0.0182306323844943","0.000332355957138572","33","-1.5053708702798","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","-0.448858093123542","4.1","4.1","-0.470376236255327","5.40360133440584",NA,"1","0.0215181431317851","0.000463030483839991","41","-0.470376236255327","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","0.313380954534582","4.7","4.7","0.289449335380119","7.11916351542987",NA,"1","0.0239316191544634","0.00057272239535428","47","0.289449335380119","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","1.06192350932458","5.3","5.3","1.03562178132632","8.69301543484581",NA,"1","0.0263017279982567","0.00069178089569428","53","1.03562178132632","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","2.87572715646642","6.8","6.8","2.84368238548753","12.1121063326081",NA,"1","0.0320447709788962","0.00102686734708991","68","2.84368238548753","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","4.38443456978493","8.1","8.1","4.34761278144059","14.5964804365258",NA,"1","0.0368217883443389","0.00135584409687529","81","4.34761278144059","TRUE","FALSE","FALSE","Ac"
