"Ci","Cc","Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Pci","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","A","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","PCc","gmc_at_25","gmc_tl","drawdown_cm","drawdown_cs","alpha_g","alpha_old","alpha_s","alpha_t","Gamma_star_agt","J_at_25","RL_at_25","Tp_at_25","Vcmax_at_25","J_tl","RL_tl","Tp_tl","Vcmax_tl","Ac","Aj","Ap","Ad","A_fit","Wc","Wj","Wp","Wd","Vc","atp_use","nadph_use","curvature_cj","curvature_cjp","c3_assimilation_msg","c3_optional_arguments","Ca_atmospheric","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"33","33","420","Inf","25","1","21","1800","Curve 55","3.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-2.54561737890879","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","33","Inf","Inf","0","387","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","-2.54563520174215",NA,"-Inf","-2.24954761578334","-2.54563520174215","2.47716551527579",NA,"Inf","0","2.47716551527579","4","8","1","1","","",NA,"1.78228333616026e-05","TRUE","FALSE","FALSE","Ac"
"41","41","420","Inf","25","1","21","1800","Curve 55","4.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.94881236852513","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","41","Inf","Inf","0","379","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","-1.94882386669086",NA,"3.90396137272468","Inf","-1.94882386669086","3.0401476969681",NA,"62.2085094248146","Inf","3.0401476969681","4","8","1","1","","",NA,"1.1498165730206e-05","TRUE","FALSE","FALSE","Ac"
"47","47","420","Inf","25","1","21","1800","Curve 55","4.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.51067704563326","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","47","Inf","Inf","0","373","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","-1.51068390064043",NA,"3.90362888213191","Inf","-1.51068390064043","3.45345250451246",NA,"28.759976098329","Inf","3.45345250451246","4","8","1","1","","",NA,"6.8550071663509e-06","TRUE","FALSE","FALSE","Ac"
"53","53","420","Inf","25","1","21","1800","Curve 55","5.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.08041447256142","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","53","Inf","Inf","0","367","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","-1.08041676784184",NA,"3.90354490135701","Inf","-1.08041676784184","3.85933073588458",NA,"20.3115152713251","Inf","3.85933073588458","4","8","1","1","","",NA,"2.29528041950644e-06","TRUE","FALSE","FALSE","Ac"
"68","68","420","Inf","25","1","21","1800","Curve 55","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.0378393787709363","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","68","Inf","Inf","0","352","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","-0.0378306253154466",NA,"3.90347692189662","Inf","-0.0378306253154466","4.84281979959553",NA,"13.4727857076189","Inf","4.84281979959553","4","8","1","1","","",NA,"-8.75345548978501e-06","TRUE","FALSE","FALSE","Ac"
"81","81","420","Inf","25","1","21","1800","Curve 55","8.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.829366272414928","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","81","Inf","Inf","0","339","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","0.829384216120861",NA,"3.90345545104855","Inf","0.829384216120861","5.6608781620189",NA,"11.3128197029039","Inf","5.6608781620189","4","8","1","1","","",NA,"-1.794370593311e-05","TRUE","FALSE","FALSE","Ac"
"107","107","420","Inf","25","1","21","1800","Curve 55","10.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.47006790203084","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","107","Inf","Inf","0","313","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","2.47010323314524",NA,"3.90343641514338","Inf","2.47010323314524","7.20859603783483",NA,"9.39780880534166","Inf","7.20859603783483","4","8","1","1","","",NA,"-3.53311143985735e-05","TRUE","FALSE","FALSE","Ac"
"132","132","420","Inf","25","1","21","1800","Curve 55","13.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","132","Inf","Inf","0","288","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","3.93998390398823",NA,"3.90342793190341","Inf","3.90342793190341","8.59515922505617",NA,"8.54439538296376","Inf","8.54439538296376","4","8","1","1","","",NA,"-2.22054470579991e-05","FALSE","FALSE","TRUE","Ap"
"182","182","420","Inf","25","1","21","1800","Curve 55","18.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","182","Inf","Inf","0","238","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","6.60304467212503",NA,"3.9034197378464","Inf","3.9034197378464","11.1072692892794",NA,"7.7200737481448","Inf","7.7200737481448","4","8","1","1","","",NA,"-1.401139004642e-05","FALSE","FALSE","TRUE","Ap"
"240","240","420","Inf","25","1","21","1800","Curve 55","24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","240","Inf","Inf","0","180","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","9.30190707058863",NA,"3.90341528826809","Inf","3.90341528826809","13.6531516342315",NA,"7.27244644156592","Inf","7.27244644156592","4","8","1","1","","",NA,"-9.56181173350501e-06","FALSE","FALSE","TRUE","Ap"
"388","388","420","Inf","25","1","21","1800","Curve 55","38.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","388","Inf","Inf","0","32","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","14.7739857207077",NA,"3.90341059678068","Inf","3.90341059678068","18.8150555658504",NA,"6.80048309451662","Inf","6.80048309451662","4","8","1","1","","",NA,"-4.87032432516799e-06","FALSE","FALSE","TRUE","Ap"
"473","473","420","Inf","25","1","21","1800","Curve 55","47.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","473","Inf","Inf","0","-53","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","17.2435923715565",NA,"3.90340934207903","Inf","3.90340934207903","21.1446771037812",NA,"6.67426018547861","Inf","6.67426018547861","4","8","1","1","","",NA,"-3.61562267681137e-06","FALSE","FALSE","TRUE","Ap"
"659","659","420","Inf","25","1","21","1800","Curve 55","65.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","659","Inf","Inf","0","-239","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","21.4979818311652",NA,"3.90340779261678","Inf","3.90340779261678","25.1579143180734",NA,"6.51838437818412","Inf","6.51838437818412","4","8","1","1","","",NA,"-2.06616043119112e-06","FALSE","FALSE","TRUE","Ap"
"853","853","420","Inf","25","1","21","1800","Curve 55","85.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","853","Inf","Inf","0","-433","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","24.7865802741014",NA,"3.90340692905833","Inf","3.90340692905833","28.2601046039785",NA,"6.43151045034843","Inf","6.43151045034843","4","8","1","1","","",NA,"-1.20260197622457e-06","FALSE","FALSE","TRUE","Ap"
"1044","1044","420","Inf","25","1","21","1800","Curve 55","104.4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","1044","Inf","Inf","0","-624","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","27.2728699566225",NA,"3.90340640388938","Inf","3.90340640388938","30.605463526601",NA,"6.37867848620775","Inf","6.37867848620775","4","8","1","1","","",NA,"-6.77433027007623e-07","FALSE","FALSE","TRUE","Ap"
"1329","1329","420","Inf","25","1","21","1800","Curve 55","132.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.90340572645635","8","0","9","0","0","0","199.344872301142","2.24712956093019","2.04906829217449","48.5660609831102","1329","Inf","Inf","0","-909","0","3.31348756638265e-06","0","0","36.9443833189131",NA,"2.24714423030613","2.04907266099704","48.5665756641007",NA,"2.24954761578334","2.05098392528903","48.62943142481","30.0743038646061",NA,"3.90340590895342","Inf","3.90340590895342","33.2481033036218",NA,"6.32888795869344","Inf","6.32888795869344","4","8","1","1","","",NA,"-1.82497065459586e-07","FALSE","FALSE","TRUE","Ap"
"25","25","420","Inf","25","1","21","1800","Curve 56","2.5","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.82435561354983","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","25","Inf","Inf","0","395","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","-1.82407813102283",NA,"-Inf","-0.889150811769776","-1.82407813102283","1.95683463576696",NA,"Inf","0","1.95683463576696","4","8","1","1","","",NA,"-0.000277482527007988","TRUE","FALSE","FALSE","Ac"
"33","33","420","Inf","25","1","21","1800","Curve 56","3.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.19434340032108","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","33","Inf","Inf","0","387","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","-1.19407841361349",NA,"-Inf","-0.889150811769776","-1.19407841361349","2.55112397737634",NA,"Inf","0","2.55112397737634","4","8","1","1","","",NA,"-0.000264986707593451","TRUE","FALSE","FALSE","Ac"
"41","41","420","Inf","25","1","21","1800","Curve 56","4.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.579701424861005","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","41","Inf","Inf","0","379","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","-0.579448629115695",NA,"18.5258246503322","Inf","-0.579448629115695","3.13091460246543",NA,"196.274464906495","Inf","3.13091460246543","4","8","1","1","","",NA,"-0.000252795745309675","TRUE","FALSE","FALSE","Ac"
"47","47","420","Inf","25","1","21","1800","Curve 56","4.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.128471365301053","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","47","Inf","Inf","0","373","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","-0.128227519365319",NA,"18.441844102555","Inf","-0.128227519365319","3.55655907312727",NA,"90.3531617988309","Inf","3.55655907312727","4","8","1","1","","",NA,"-0.000243845935734122","TRUE","FALSE","FALSE","Ac"
"53","53","420","Inf","25","1","21","1800","Curve 56","5.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.314650648217916","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","53","Inf","Inf","0","367","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","0.314885705161083",NA,"18.4207455962189","Inf","0.314885705161083","3.97455523913365",NA,"63.7424603459155","Inf","3.97455523913365","4","8","1","1","","",NA,"-0.000235056943166612","TRUE","FALSE","FALSE","Ac"
"68","68","420","Inf","25","1","21","1800","Curve 56","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1.38838562708632","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","68","Inf","Inf","0","352","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","1.38859938730204",NA,"18.4037003813814","Inf","1.38859938730204","4.98740743510049",NA,"42.2440132040027","Inf","4.98740743510049","4","8","1","1","","",NA,"-0.000213760215717063","TRUE","FALSE","FALSE","Ac"
"81","81","420","Inf","25","1","21","1800","Curve 56","8.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2.28150982226084","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","81","Inf","Inf","0","339","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","2.28170586802845",NA,"18.3983229400226","Inf","2.28170586802845","5.82988981683958",NA,"35.4616616810603","Inf","5.82988981683958","4","8","1","1","","",NA,"-0.000196045767610897","TRUE","FALSE","FALSE","Ac"
"107","107","420","Inf","25","1","21","1800","Curve 56","10.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","3.97124779902383","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","107","Inf","Inf","0","313","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","3.97141033010684",NA,"18.3935578128005","Inf","3.97141033010684","7.42381648781069",NA,"29.4515974675025","Inf","7.42381648781069","4","8","1","1","","",NA,"-0.000162531083018891","TRUE","FALSE","FALSE","Ac"
"132","132","420","Inf","25","1","21","1800","Curve 56","13.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5.48504337587874","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","132","Inf","Inf","0","288","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","5.48517588196262",NA,"18.3914350105505","Inf","5.48517588196262","8.85177702224188",NA,"26.7741919668452","Inf","8.85177702224188","4","8","1","1","","",NA,"-0.000132506083882156","TRUE","FALSE","FALSE","Ac"
"182","182","420","Inf","25","1","21","1800","Curve 56","18.2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8.22766710831366","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","182","Inf","Inf","0","238","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","8.2277452165142",NA,"18.3893850101137","Inf","8.2277452165142","11.4388888559599",NA,"24.1886084790282","Inf","11.4388888559599","4","8","1","1","","",NA,"-7.81082005349987e-05","TRUE","FALSE","FALSE","Ac"
"240","240","420","Inf","25","1","21","1800","Curve 56","24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11.0071620988772","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","240","Inf","Inf","0","180","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","11.0071850778806",NA,"18.3882719888362","Inf","11.0071850778806","14.0607812784626",NA,"22.7847992966961","Inf","14.0607812784626","4","8","1","1","","",NA,"-2.29790034573796e-05","TRUE","FALSE","FALSE","Ac"
"388","388","420","Inf","25","1","21","1800","Curve 56","38.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","16.6427273669079","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","388","Inf","Inf","0","32","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","16.6426385687038",NA,"18.3870985936492","Inf","16.6426385687038","19.3767994482859",NA,"21.3048429192259","Inf","19.3767994482859","4","8","1","1","","",NA,"8.87982040502777e-05","TRUE","FALSE","FALSE","Ac"
"473","473","420","Inf","25","1","21","1800","Curve 56","47.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","18.3865491606111","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","473","Inf","Inf","0","-53","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","19.1859780035608",NA,"18.3867848021824","Inf","18.3867848021824","21.7759743629125",NA,"20.9090703034506","Inf","20.9090703034506","4","8","1","1","","",NA,"-0.000235641571229905","FALSE","FALSE","TRUE","Ap"
"659","659","420","Inf","25","1","21","1800","Curve 56","65.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","18.3865491606111","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","659","Inf","Inf","0","-239","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","23.5673868729219",NA,"18.3863973072229","Inf","18.3863973072229","25.9090311252258",NA,"20.4203384227756","Inf","20.4203384227756","4","8","1","1","","",NA,"0.000151853388246082","FALSE","FALSE","TRUE","Ap"
"853","853","420","Inf","25","1","21","1800","Curve 56","85.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","18.3865491606111","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","853","Inf","Inf","0","-433","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","26.9541699877364",NA,"18.3861813521682","Inf","18.3861813521682","29.1038406653849",NA,"20.1479629571186","Inf","20.1479629571186","4","8","1","1","","",NA,"0.000367808442948814","FALSE","FALSE","TRUE","Ap"
"1044","1044","420","Inf","25","1","21","1800","Curve 56","104.4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","18.3865491606111","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","1044","Inf","Inf","0","-624","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","29.5146905442633",NA,"18.38605002247","Inf","18.38605002247","31.5192228213851",NA,"19.9823220660503","Inf","19.9823220660503","4","8","1","1","","",NA,"0.000499138141112354","FALSE","FALSE","TRUE","Ap"
"1329","1329","420","Inf","25","1","21","1800","Curve 56","132.9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","18.3865491606111","12","0","5","0","0","0","111.509708676161","0.888459517303854","6.41933203082532","50.0175754955271","1329","Inf","Inf","0","-909","0","0.000264495692527469","0","0","36.9443833189131",NA,"0.888200855372735","6.4188927178333","50.0165834344562",NA,"0.889150811769776","6.42487991422669","50.0813158220472","32.3997642987703",NA,"18.3859262547926","Inf","18.3859262547926","34.2407614739912",NA,"19.8262188490484","Inf","19.8262188490484","4","8","1","1","","",NA,"0.000622905818527641","FALSE","FALSE","TRUE","Ap"
"25","25","420","Inf","25","1","21","1800","Curve 57","2.5","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.98806208975613","0","17","0","0","0","0","43.6989696800476","0.666447363307234","3.59668921094388","91.7981018142309","25","Inf","Inf","0","395",NA,NA,NA,NA,"36.9443833189131","43.698969628512","0.666447361437312",NA,NA,"43.7435270561344","0.667160146085581",NA,NA,NA,"-1.98806208632643",NA,"-0.667160146085581","-1.98806208632643",NA,"2.76469262785064",NA,"0","2.76469262785064","4","8","1","1","","",NA,"-3.42970474243032e-09","FALSE","TRUE","FALSE","Aj"
"33","33","420","Inf","25","1","21","1800","Curve 57","3.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-1.070713402573","0","17","0","0","0","0","43.6989696800476","0.666447363307234","3.59668921094388","91.7981018142309","33","Inf","Inf","0","387",NA,NA,NA,NA,"36.9443833189131","43.698969628512","0.666447361437312",NA,NA,"43.7435270561344","0.667160146085581",NA,NA,NA,"-1.07071340022515",NA,"-0.667160146085581","-1.07071340022515",NA,"3.37625841858482",NA,"0","3.37625841858482","4","8","1","1","","",NA,"-2.34784502950447e-09","FALSE","TRUE","FALSE","Aj"
"41","41","420","Inf","25","1","21","1800","Curve 57","4.1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","-0.281119407379897","0","17","0","0","0","0","43.6989696800476","0.666447363307234","3.59668921094388","91.7981018142309","41","Inf","Inf","0","379",NA,NA,NA,NA,"36.9443833189131","43.698969628512","0.666447361437312",NA,NA,"43.7435270561344","0.667160146085581",NA,NA,NA,"-0.281119405963246",NA,"Inf","-0.281119405963246",NA,"3.90265441475943",NA,"Inf","3.90265441475943","4","8","1","1","","",NA,"-1.41665074115949e-09","FALSE","TRUE","FALSE","Aj"
"47","47","420","Inf","25","1","21","1800","Curve 57","4.7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.242494555923721","0","17","0","0","0","0","43.6989696800476","0.666447363307234","3.59668921094388","91.7981018142309","47","Inf","Inf","0","373",NA,NA,NA,NA,"36.9443833189131","43.698969628512","0.666447361437312",NA,NA,"43.7435270561344","0.667160146085581",NA,NA,NA,"0.242494556722856",NA,"Inf","0.242494556722856",NA,"4.25173038988349",NA,"Inf","4.25173038988349","4","8","1","1","","",NA,"-7.99135424500719e-10","FALSE","TRUE","FALSE","Aj"
"53","53","420","Inf","25","1","21","1800","Curve 57","5.3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0.716589812992469","0","17","0","0","0","0","43.6989696800476","0.666447363307234","3.59668921094388","91.7981018142309","53","Inf","Inf","0","367",NA,NA,NA,NA,"36.9443833189131","43.698969628512","0.666447361437312",NA,NA,"43.7435270561344","0.667160146085581",NA,NA,NA,"0.716589813232488",NA,"Inf","0.716589813232488",NA,"4.56779389422325",NA,"Inf","4.56779389422325","4","8","1","1","","",NA,"-2.4001944876062e-10","FALSE","TRUE","FALSE","Aj"
"68","68","420","Inf","25","1","21","1800","Curve 57","6.8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1.72640884683776","0","17","0","0","0","0","43.6989696800476","0.666447363307234","3.59668921094388","91.7981018142309","68","Inf","Inf","0","352",NA,NA,NA,NA,"36.9443833189131","43.698969628512","0.666447361437312",NA,NA,"43.7435270561344","0.667160146085581",NA,NA,NA,"1.72640884588687",NA,"Inf","1.72640884588687",NA,"5.2410065826595",NA,"Inf","5.2410065826595","4","8","1","1","","",NA,"9.50893364048966e-10","FALSE","TRUE","FALSE","Aj"
