"curve_identifier","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_RL","true_Vcmax","true_J","true_Tp","true_alpha_old","true_alpha_g","true_alpha_s","J","J_lower","J_upper","RL","RL_lower","RL_upper","Tp","Tp_lower","Tp_upper","Vcmax","Vcmax_lower","Vcmax_upper","alpha_old","alpha_old_lower","alpha_old_upper","alpha_g","alpha_g_lower","alpha_g_upper","alpha_s","alpha_s_lower","alpha_s_upper","AIC","RSS","RMSE","package","false_negative_Vcmax","false_negative_Tp","false_negative_J","false_positive_Vcmax","false_positive_Tp","false_positive_J","Vcmax_diff_rel","Tp_diff_rel","RL_diff_rel","J_diff_rel","Vcmax_diff_abs_upper","Tp_diff_abs_upper","RL_diff_abs_upper","J_diff_abs_upper","Vcmax_diff_abs_lower","Tp_diff_abs_lower","RL_diff_abs_lower","J_diff_abs_lower","Vcmax_diff_abs","Tp_diff_abs","RL_diff_abs","J_diff_abs","true_Vcmax_in_confidence_interval","true_Tp_in_confidence_interval","true_RL_in_confidence_interval","true_J_in_confidence_interval"
"Curve 11",8,9,0,2.21461487844819,79.7350013235118,101.356338431314,15.2580239490606,0,0.113912944838129,0.565327874505892,101.418745571666,101.416978335271,101.423522460855,2.20984734056145,2.20960293882102,2.21039724447743,NA,7.07747203061691,Inf,79.8426917702537,79.8162558367443,79.8473846418419,NA,NA,NA,NA,0.11208914461055,0.1123943203918,NA,0.563652518761252,0.564201835167504,-180.273676083434,1.0837187824662e-05,0.000798424471534297,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.135060443913339,NA,-0.215276160795878,0.0615720154435836,0.112383318330117,Inf,-0.0042176339707618,0.0671840295417354,0.0812545132324516,-8.18055191844368,-0.00501193962717172,0.0606399039573517,0.107690446741842,NA,-0.00476753788673756,0.0624071403519793,TRUE,TRUE,TRUE,TRUE
"Curve 12",9,8,0,0.531121064918116,32.9069252620684,42.2854799098801,13.4271181615442,0,0.305172070498847,0.424229678958654,42.2925341387373,42.2896689146165,42.2927785282992,0.522832725434896,0.522832725434896,0.523321528915758,NA,3.04052653754208,Inf,32.9396210097577,32.9350857937135,32.9407256643442,NA,NA,NA,NA,0.300414569642328,0.300658710267329,NA,0.417935009202692,0.418728466233944,-220.341976423941,1.02636629225049e-06,0.000245712205190219,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0993582579622732,NA,-1.56053676472009,0.0166823904382736,0.0338004022757943,Inf,-0.00779953600235772,0.00729861841907109,0.0281605316450566,-10.3865916240021,-0.00828833948322005,0.0041890047364106,0.0326957476893384,NA,-0.00828833948322005,0.00705422885726392,TRUE,TRUE,FALSE,TRUE
"Curve 13",5,12,0,0.605821438971907,43.5067653136794,37.4773821694311,5.66645872497931,0,0.0735821474201611,0.165241572624072,37.5723448110926,37.5685061298826,37.5745441870792,0.619987961056304,0.619865760186089,0.621195680959644,NA,2.78991405711563,Inf,43.5271717747029,43.4903468117848,43.5787769069015,NA,NA,NA,NA,0.0785835816504199,0.079707392212851,NA,0.163022175513507,0.164181843482259,-177.555830605393,1.27159460455067e-05,0.000864868097576894,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0469041099158076,NA,2.33839893623412,0.253386539198978,0.0720115932221574,Inf,0.0153742419877372,0.097162017648138,-0.0164185018945417,-2.87654466786368,0.0140443212141816,0.0911239604515472,0.0204064610235406,NA,0.0141665220843973,0.0949626416614961,TRUE,TRUE,FALSE,TRUE
"Curve 14",16,0,1,1.48812011744361,37.6003797964659,148.083196349582,7.19929753739387,0,0.149686665729623,0.434982228536392,NA,104.079524753463,Inf,2.19114564354652,2.19059573963054,2.19120674398163,7.61221234852716,7.6112959672289,7.61227344061371,38.3502178071621,38.3499122364166,38.3520487385253,0,NA,NA,0.469468832821193,0.469407797664943,0.469896078914944,0.140412510572773,0.138411334104232,0.140595616041523,-200.084612044019,3.37918434536446e-06,0.000445842516733567,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.99422988479141,5.73548751094907,47.2425255100111,NA,0.751668942059467,0.41297590321984,0.703086626538016,Inf,0.749532439950727,0.411998429835035,0.702475622186931,-44.003671596119,0.749838010696195,0.412914811133289,0.703025526102907,NA,FALSE,FALSE,FALSE,TRUE
"Curve 15",0,17,0,1.61456319560995,119.347744634259,72.1892029748531,9.29844919545576,0,0.180145814251649,0.462187753644539,73.3807865783557,73.3804810914034,73.3831139655759,1.89652926095657,1.89634595965125,1.89659036139168,NA,5.20924140981784,Inf,NA,86.5940111468658,Inf,NA,NA,NA,NA,0.23831388554756,0.23831388554756,NA,0.484637479373049,0.4848205848418,-221.843989534612,9.39573697986895e-07,0.000235093685704344,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,17.4639225094003,1.65063964470924,Inf,Inf,0.282027165781728,1.19391099072283,-32.7537334873928,-4.08920778563792,0.281782764041294,1.19127811655027,NA,NA,0.28196606534662,1.19158360350255,TRUE,TRUE,FALSE,FALSE
"Curve 16",9,8,0,0.775968543954659,114.478304329328,152.683557547489,16.2761668467894,0,0.199290800088903,0.362923550447449,154.187039665176,154.178097144226,154.206672883326,1.09860901551609,1.09690263177011,1.10045381220265,NA,11.0672495395999,Inf,114.960256398031,114.910921807491,114.984773348852,NA,NA,NA,NA,0.247702851711148,0.248374238429899,NA,0.401063992534858,0.402899467804862,-128.061259064906,0.000233761691664581,0.00370819197790181,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.420998608885801,NA,41.5790658107247,0.984704667507531,0.506469019523621,Inf,0.324485268247993,1.52311533583682,0.432617478163181,-5.20891730718952,0.320934087815448,1.49453959673664,0.481952068702526,NA,0.32264047156143,1.50348211768667,TRUE,TRUE,FALSE,TRUE
"Curve 17",17,0,0,2.07020790848881,23.2111742137931,158.077984641981,17.7904358375631,0,0.0108829922765322,0.3911138430133,NA,88.230129712111,Inf,2.63986118564898,2.63986118564898,2.63986118564898,NA,2.01544219209791,Inf,23.8086443623872,23.8086443623872,23.8086443623872,NA,NA,NA,NA,0.431089261509256,0.431089261509256,NA,-2.45687056263028,71.8560164501861,-369.949541098807,1.54638520908893e-10,3.01602115093313e-06,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.57406257473625,NA,27.5167182399566,NA,0.597470148594081,Inf,0.569653277160165,Inf,0.597470148594081,-15.7749936454652,0.569653277160165,-69.8478549298703,0.597470148594081,NA,0.569653277160165,NA,FALSE,TRUE,FALSE,TRUE
"Curve 18",9,8,0,1.59432724097976,52.506970776245,79.1580827951897,9.41849920744076,0,0.392790805050123,0.943526646408718,77.6257232723643,77.6045228863876,77.6387896359736,1.21802931810355,1.21639753707825,1.22090930412485,NA,5.39683148577795,Inf,52.190070518007,52.1420335704795,52.2275949842579,NA,NA,NA,NA,0.267392496999752,0.268954779122398,NA,0.661757292388843,0.666701537850348,-120.880046794531,0.000356639845323581,0.00458026357656401,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.603539403536396,NA,-23.6023015353468,-1.93582192584196,-0.279375791987071,Inf,-0.373417936854913,-1.5192931592161,-0.364937205765472,-4.02166772166282,-0.377929703901519,-1.55355990880206,-0.316900258237979,NA,-0.376297922876219,-1.53235952282542,TRUE,TRUE,FALSE,FALSE
"Curve 19",0,17,0,1.08833442652831,73.4495622426039,62.4978144070366,8.9355813850835,0,0.174650562440762,0.492092071882216,61.3872887671382,61.386983280186,61.3875331567001,0.795858379984605,0.795797279549497,0.795858379984605,NA,4.33295402863288,Inf,NA,71.4931178427359,Inf,NA,NA,NA,NA,0.100668304109774,0.100729339266024,NA,0.488519113506697,0.488580148662948,-260.123964633348,9.88558786753013e-08,7.62564861948309e-05,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,-26.8737291970701,-1.77690316123016,Inf,Inf,-0.292476046543704,-1.11028125033656,-1.95644439986792,-4.60262735645061,-0.292537146978812,-1.11083112685068,NA,NA,-0.292476046543704,-1.11052563989839,TRUE,TRUE,FALSE,FALSE
"Curve 20",0,17,0,0.752318927326705,111.738172377576,85.1363903351361,12.3145282531716,0,0.332936044383836,0.457055023516295,82.2721960818723,82.2718294975295,82.2735254731241,0.0154308684494859,0.0150642658388405,0.0154308684494859,NA,5.9200928363484,Inf,NA,101.365721503041,Inf,NA,NA,NA,NA,0.207360328268576,0.207482398581076,NA,0.371638211397968,0.371821316866718,-225.476284970885,7.5881789584692e-07,0.000211273156871678,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,-97.9488926984307,-3.36424206146046,Inf,Inf,-0.736888058877219,-2.86286486201196,-10.3724508745351,-6.39443541682319,-0.737254661487865,-2.86456083760665,NA,NA,-0.736888058877219,-2.8641942532638,TRUE,TRUE,FALSE,FALSE
"Curve 21",10,7,0,2.40676330528921,40.0264278391842,60.0975888235495,15.1421867496707,0,0.524091639793699,0.988867655280046,58.1504962615907,58.1297090210278,58.1585035290478,1.93340886829624,1.93205583376528,1.93553378424038,NA,4.21119402094439,Inf,39.59326624882,39.5746212205197,39.6232029407866,NA,NA,NA,NA,0.317593647093572,0.319313426193736,NA,0.364022406855852,0.370487064252528,-129.640703178806,0.000213021629488038,0.00353987063146828,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.08218897800347,NA,-19.6676771642939,-3.23988466105607,-0.403224898397603,Inf,-0.471229521048829,-1.93908529450169,-0.451806618664527,-10.9309927287263,-0.47470747152393,-1.96787980252169,-0.433161590364165,NA,-0.473354436992969,-1.94709256195873,FALSE,TRUE,FALSE,FALSE
"Curve 22",17,0,0,1.94088484557346,27.1978446838912,108.172820108198,17.2398704029806,0,0.129899629928789,0.488050592410145,NA,83.778099011014,Inf,3.02095353357447,3.02095353357447,3.02095353357447,NA,5.64783525504451,Inf,28.3109214167175,28.3109214167175,28.3110436450156,NA,NA,NA,NA,0.796729506837019,0.796729506837019,NA,-4.2579221293879,Inf,-285.312790531223,2.2465198477813e-08,3.63521975044256e-05,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.09251816003477,NA,55.6482622070192,NA,1.11319896112448,Inf,1.08006868800102,Inf,1.1130767328263,-11.5920351479361,1.08006868800102,-24.3947210971836,1.1130767328263,NA,1.08006868800102,NA,FALSE,TRUE,FALSE,TRUE
"Curve 23",0,17,0,0.893900947142392,48.3960028657457,30.1561534168199,9.5192134848237,0,0.0901679941347113,0.621592497454258,31.6351912559804,31.6349468664186,31.636107716837,1.25672469215063,1.2565413908453,1.25672469215063,NA,2.18809788426391,Inf,NA,34.4905172827134,Inf,NA,NA,NA,NA,0.28179965071359,0.28192172102609,NA,0.719005092869665,0.719554409275918,-241.113328792396,3.02455970569424e-07,0.000133384885502647,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,40.5888086558253,4.90459714379741,Inf,Inf,0.362823745008236,1.47995430001718,-13.9054855830323,-7.33111560055979,0.362640443702911,1.47879344959873,NA,NA,0.362823745008236,1.47903783916051,TRUE,TRUE,FALSE,FALSE
"Curve 24",12,0,5,1.30166972296312,54.4488049838692,196.850966438255,4.64957273555919,0,0.132308498313638,0.974085588651942,NA,115.443441653802,Inf,2.12301311159718,2.11934790885911,2.12574369640174,4.90106442438656,4.89990267682714,4.90318434800667,55.3550159467259,55.320289792698,55.3719062956358,0,NA,NA,0.391169877491732,0.390270595668139,0.391841264210484,1.22589528274089,1.22450403463353,1.22797781197436,-108.211457340134,0.000751399584603117,0.00664830621774368,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.66433581623176,5.40892041335313,63.0992158874487,NA,0.923101311766644,0.25361161244748,0.824073973438613,Inf,0.871484808828839,0.250329941267948,0.817678185895991,-81.4075247844536,0.906210962856719,0.251491688827363,0.821343388634058,NA,FALSE,FALSE,FALSE,TRUE
"Curve 25",0,17,0,2.49787384963362,97.0125514828833,50.6245553234592,16.8286928239837,0,0.317972519155201,0.994325292783324,47.6094933453109,47.6089434687969,47.6096155400918,1.73383026370443,1.73383026370443,1.73395246457465,NA,3.19648425476341,Inf,NA,48.3324456457378,Inf,NA,NA,NA,NA,0.0428980891947749,0.0429591243510249,NA,0.788554181897444,0.788615217053695,-265.566188085776,7.17747129858108e-08,6.49772417107852e-05,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,-30.587757105558,-5.95573029507899,Inf,Inf,-0.763921385058964,-3.01493978336738,-48.6801058371454,-13.6322085692203,-0.764043585929181,-3.01561185466235,NA,NA,-0.764043585929181,-3.01506197814828,TRUE,TRUE,FALSE,FALSE
"Curve 26",11,2,4,1.17498015220976,74.5418284428306,127.330964149698,7.41226841844618,0,0.511498228707313,0.705148127885768,127.49722533693,127.469670781382,127.507769986876,1.16375729343766,1.16153620930573,1.16436829778874,7.41592309603755,7.41433246042966,7.4162285564703,74.6111130691512,74.6080697677602,74.6541083035141,0,NA,NA,0.508408038064043,0.508285967751542,0.509079424782795,0.700623183008768,0.699115982659358,0.701172499415021,-142.942686501655,9.74095349109104e-05,0.00239373612618815,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0929473126269019,0.0493057912240382,-0.955153050967208,0.130574042490313,0.112279860683486,0.00396013802411588,-0.0106118544210105,0.176805837178065,0.0662413249295781,0.00206404198347254,-0.0134439429040272,0.138706631684769,0.0692846263205666,0.0036546775913644,-0.0112228587720906,0.166261187232152,TRUE,TRUE,TRUE,TRUE
"Curve 27",1,16,0,2.1763057248597,77.7161267868942,76.3647521974752,11.951271188017,0,0.16833950812069,0.750522312507965,76.1120350516679,76.103959600585,76.1187947547099,2.09220214516139,2.09140783950498,2.09337551787477,NA,5.17637956795081,Inf,78.6246864699549,77.40303630011,78.7586099475572,NA,NA,NA,NA,0.149326730524317,0.149937082086818,NA,0.7440614458253,0.745650192915402,-147.872234861902,7.28899425532137e-05,0.00207066261848733,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.16907483764874,NA,-3.86451125582269,-0.330934283861389,1.04248316066305,Inf,-0.0829302069849303,-0.24595744276526,-0.31309048678412,-6.77489162006617,-0.0848978853547266,-0.260792596890184,0.908559683060773,NA,-0.0841035796983167,-0.252717145807239,TRUE,TRUE,FALSE,TRUE
"Curve 28",17,0,0,0.935928632642608,38.037844683975,177.186014378048,13.9462257675081,0,0.13325234301295,0.408967788793379,NA,135.676303784466,Inf,1.53660546553735,1.53660546553735,1.53660546553735,NA,4.57056181540082,Inf,38.6867484541108,38.6866873399617,38.6867484541108,NA,NA,NA,NA,0.404660650190151,0.404660650190151,NA,-2.37761450466591,23.1225700248291,-310.968070695298,4.96708550286652e-09,1.70933174126212e-05,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.7059425304642,NA,64.1797688354423,NA,0.648903770135846,Inf,0.600676832894742,Inf,0.648842655986748,-9.37566395210733,0.600676832894742,-41.5097105935816,0.648903770135846,NA,0.600676832894742,NA,FALSE,TRUE,FALSE,TRUE
"Curve 29",14,0,3,1.07639185810694,31.1276328918757,103.964488587319,4.88998579178005,0,0.00522987312384758,0.800891683817608,NA,83.7695628340755,Inf,1.3634802158544,1.36329691454907,1.36372461759483,4.98530618621891,4.98524509413236,4.98573383082475,31.4529473770378,31.4519695506524,31.4539863175724,0,NA,NA,0.16577997103655,0.165352724942799,0.1658410061928,0.831339972856554,0.831278937700303,0.831950324419057,-201.641874106149,3.08339330124661e-06,0.00042588270279963,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04509869507957,1.94929798362785,26.6713609532832,NA,0.326353425696727,0.0957480390446968,0.287332759487888,Inf,0.324336658776669,0.0952593023523081,0.28690505644213,-20.1949257532435,0.325314485162153,0.0953203944388568,0.287088357747455,NA,FALSE,FALSE,FALSE,TRUE
"Curve 30",11,6,0,0.521280090899672,96.2347834366374,169.287978549674,15.4887065122835,0,0.108326368957428,0.614018901964882,172.884466937147,172.869697955754,172.892086451039,1.34080887998623,1.34019787563515,1.34357318368398,NA,11.8661625980584,Inf,97.1787706553491,97.1555312942657,97.187198650474,NA,NA,NA,NA,0.255709403441779,0.256441825316781,NA,0.75341101190917,0.755425337408177,-138.783684444578,0.000124408596304984,0.00270520844369202,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.980921019407966,NA,157.214672762994,2.12447949245105,0.952415213836616,Inf,0.822293092784309,3.60410790136496,0.920747857628328,-3.62254391422517,0.818917784735475,3.58171940607946,0.943987218711712,NA,0.819528789086557,3.59648838747276,TRUE,TRUE,FALSE,FALSE
"Curve 31",9,0,8,0.67984668384539,73.8044235687703,170.289749053121,2.19146277448162,0,0.134687258938431,0.193651963922894,NA,89.2292315113313,Inf,0.764058039526274,0.761294208847505,0.764363541701814,2.2198032909017,2.21968110672861,2.22118205340133,73.9574730727753,73.9492548161265,74.0012338029058,0,NA,NA,0.154636765421674,0.154514695109174,0.155186081827925,0.184457915494773,0.184335845182273,0.185373442838524,-150.486311887679,6.2500929613862e-05,0.00191742673169111,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.20737172191641,1.29322372025153,12.3868156868198,NA,0.196810234135498,0.0297192789197034,0.0845168578564243,Inf,0.144831247356237,0.0282183322469836,0.0814475250021151,-81.0605175417893,0.15304950400504,0.0283405164200787,0.0842113556808848,NA,TRUE,FALSE,FALSE,TRUE
"Curve 32",0,17,0,0.990238768882118,47.3822878225474,25.4054650232894,8.48470067426562,0,0.11620763762206,0.532185562810628,26.0854750548757,26.0851084705331,26.0872459224625,1.1544764549804,1.15435425411018,1.15453755541551,NA,1.83087518803752,Inf,NA,29.7112797130881,Inf,NA,NA,NA,NA,0.216567323801903,0.216689394114403,NA,0.557894749440175,0.558724181096655,-221.290845855254,9.70648226562294e-07,0.000238949690319248,"PhotoGEA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16.5856651203113,2.67662894957011,Inf,Inf,0.164298786533389,0.681780899173113,-17.6710081094592,-6.6538254862281,0.164115485228065,0.679643447243627,NA,NA,0.164237686098281,0.680010031586274,TRUE,TRUE,FALSE,FALSE
