"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","RSS_reported","citransition1","citransition2","alpha","theta_J","V_cmax","V_cmax_se","J_max","J","J_se","V_TPU","V_TPU_se","R_d","R_d_se","V_cmax_pts","J_max_pts","V_TPU_pts","J_lower","J_upper","R_d_lower","R_d_upper","V_TPU_lower","V_TPU_upper","V_cmax_lower","V_cmax_upper","admissible","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC"
"420","Inf","298.15","1","21","1800","Curve 9","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","111.906954713701","1.11958950396627","14.53982116675","70.4054447393864","1.0307453802844e-27","314","1330","0.36125","0.7","70.4965647684735","5.92010074132459e-15","119.015509985208","112.021060059376","3.31339604620454e-15",NA,NA,"1.12078693718751","6.24726824725318e-16","11","6","0","112.021060059376","112.021060059376","1.12078693718751","1.12078693718751",NA,NA,"70.4965647684735","70.4965647684735","TRUE","17","4","13","4.6782533167517e-27","2.7519137157363e-28","1.6588893018331e-14","1.89701249271092e-14","-1020.57755250934"
"420","Inf","298.15","1","21","1800","Curve 10","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","16","0","1","0","0","0","163.027261878853","2.0313762798789","10.8382118897513","51.2314807501389","2.68902961067212e-28","1186.5","1330","0.36125","0.7","51.2977854803114","3.47849576846458e-15","153.124367485182","141.346744541266",NA,NA,NA,"2.03354889531851","9.99820254579031e-16","16","1","0",NA,NA,"2.03354889531851","2.03354889531852",NA,NA,"51.2977854803114","51.2977854803114","TRUE","17","4","13","4.35549827295151e-28","2.56205780761854e-29","5.06167739748251e-15","5.78824955136333e-15","-1060.93675768332"
"420","Inf","298.15","1","21","1800","Curve 11","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","8","0","0","0","0","101.356338431314","2.21461487844819","15.2580239490606","79.7350013235118","6.94690634660254e-29","157","1330","0.36125","0.7","79.8381958373275","2.66608698592916e-15","107.087008899288","101.459685895845","1.5718469964942e-15",NA,NA,"2.21698347284667","1.61266586603538e-16","9","8","0","101.459685895845","101.459685895845","2.21698347284667","2.21698347284668",NA,NA,"79.8381958373275","79.8381958373275","TRUE","17","4","13","1.22929180936722e-27","7.2311282903954e-29","8.50360411260743e-15","9.7242433336925e-15","-1043.29782434422"
"420","Inf","298.15","1","21","1800","Curve 12","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","8","0","0","0","0","42.2854799098801","0.531121064918116","13.4271181615442","32.9069252620684","1.99341452963856e-29","211","1330","0.36125","0.7","32.9495140135228","3.58145910550706e-15","43.2127778350659","42.3285960800457","1.24015577252218e-15",NA,NA,"0.531689114194549","2.91110180044307e-16","10","7","0","42.3285960800457","42.3285960800457","0.531689114194548","0.531689114194549",NA,NA,"32.9495140135228","32.9495140135229","TRUE","17","4","13","4.01789045742021e-28","2.36346497495306e-29","4.86154808158169e-15","5.55939292301445e-15","-1062.30835193315"
"420","Inf","298.15","1","21","1800","Curve 13","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6","11","0","0","0","0","37.4773821694311","0.605821438971907","5.66645872497931","43.5067653136794","1.29206788109051e-29","74.5","1330","0.36125","0.7","43.5630725742263","2.73641803465208e-15","38.2046806102266","37.5155957876855","5.59065284013334e-16",NA,NA,"0.606469382449933","6.41862566149433e-17","6","11","0","37.5155957876855","37.5155957876855","0.606469382449933","0.606469382449933",NA,NA,"43.5630725742263","43.5630725742263","TRUE","17","4","13","2.70838135475333e-28","1.59316550279607e-29","3.99144773584232e-15","4.56439511095082e-15","-1069.01325108876"
"420","Inf","298.15","1","21","1800","Curve 14","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","15","0","2","0","0","0","148.083196349582","1.48812011744361","7.19929753739387","37.6003797964659","0.114227052387288","948.5","1330","0.36125","0.7","37.6490429036079","2.91709589420112e-15","99.7830207851723","94.9161750041735","0.262337266113239",NA,NA,"1.48971170477049","7.35389172417069e-16","15","2","0","94.4019939625916","95.4303560457555","1.48971170477049","1.48971170477049",NA,NA,"37.6490429036079","37.649042903608","FALSE","17","4","13","0.11581220579629","0.00681248269389941","0.0825377652586948","0.0943855455835227","-26.5690670798388"
"420","Inf","298.15","1","21","1800","Curve 15","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","72.1892029748531","1.61456319560995","9.29844919545576","119.347744634259","0.00865761678065029","44","1330","0.36125","0.7","113.492543738984","4.09373092647403","75.1813936513804","72.455606596086","0.00690149319458723",NA,NA,"1.65066833971413","0.0486571402832215","3","14","0","72.4420796694246","72.4691335227474","1.55530034475901","1.74603633466924",NA,NA,"105.468831123095","121.516256354873","FALSE","17","4","13","0.00884140664197528","0.000520082743645604","0.0228053227042637","0.0260788842404898","-70.3019746941257"
"420","Inf","298.15","1","21","1800","Curve 16","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","7","0","0","0","0","152.683557547489","0.775968543954659","16.2761668467894","114.478304329328","3.31691358742147e-28","211","1330","0.36125","0.7","114.626464268647","1.51431839477845e-14","166.928099504502","152.839240544649","3.56977805886676e-15",NA,NA,"0.776798464662089","1.23087682299795e-15","10","7","0","152.839240544649","152.839240544649","0.776798464662087","0.776798464662092",NA,NA,"114.626464268647","114.626464268647","TRUE","17","4","13","9.21216973975125e-28","5.41892337632426e-29","7.36133369459928e-15","8.418007136605e-15","-1048.20228905379"
"420","Inf","298.15","1","21","1800","Curve 17","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","158.077984641981","2.07020790848881","17.7904358375631","23.2111742137931","7.54348240617593e-30","1186.5","1330","0.36125","0.7","23.2412145448689","1.17747638389041e-15","69.4099919314085","67.0941648318549",NA,NA,NA,"2.07242205547367","3.3844075608054e-16","16","1","0",NA,NA,"2.07242205547367","2.07242205547367",NA,NA,"23.2412145448689","23.2412145448689","TRUE","17","4","13","0","0","0","0","-Inf"
"420","Inf","298.15","1","21","1800","Curve 18","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","79.1580827951897","1.59432724097976","9.41849920744076","52.506970776245","1.49797290330484e-28","314","1330","0.36125","0.7","52.574926269206","4.53288507285975e-15","82.5375683826148","79.238795923551","1.56707944540098e-15",NA,NA,"1.59603241988427","4.78338971268732e-16","11","6","0","79.238795923551","79.238795923551","1.59603241988427","1.59603241988427",NA,NA,"52.574926269206","52.5749262692061","TRUE","17","4","13","5.71776244865505e-28","3.36338967567944e-29","5.79947383447795e-15","6.63195205550954e-15","-1056.31040265972"
"420","Inf","298.15","1","21","1800","Curve 19","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6","11","0","0","0","0","62.4978144070366","1.08833442652831","8.9355813850835","73.4495622426039","3.80773298188867e-28","74.5","1330","0.36125","0.7","73.54462202488","5.91977732102548e-15","64.5595099330794","62.561539979188","2.22351880363434e-15",NA,NA,"1.08949843154401","1.38856103643161e-16","6","11","0","62.561539979188","62.561539979188","1.08949843154401","1.08949843154401",NA,NA,"73.54462202488","73.54462202488","TRUE","17","4","13","5.49737443325893e-29","3.2337496666229e-30","1.79826295814124e-15","2.05639236626801e-15","-1096.12256732378"
"420","Inf","298.15","1","21","1800","Curve 20","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","12","0","0","0","0","85.1363903351361","0.752318927326705","12.3145282531716","111.738172377576","6.41565783074276e-29","60.5","1330","0.36125","0.7","111.882785987431","8.46312039982353e-15","89.079473114813","85.2231992137583","5.65795434125301e-16",NA,NA,"0.75312355408799","1.32882566504065e-16","5","12","0","85.2231992137583","85.2231992137583","0.75312355408799","0.75312355408799",NA,NA,"111.882785987431","111.882785987431","TRUE","17","4","13","1.10634044171754e-27","6.50788495127963e-29","8.06714630540418e-15","9.22513473621654e-15","-1045.08929402747"
"420","Inf","298.15","1","21","1800","Curve 21","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","60.0975888235495","2.40676330528921","15.1421867496707","40.0264278391842","5.46779214931314e-29","314","1330","0.36125","0.7","40.0782307825852","1.85551534480511e-15","61.998797706109","60.1588670181398","1.78269847901435e-15",NA,NA,"2.40933740796451","1.95805824974836e-16","11","6","0","60.1588670181398","60.1588670181398","2.40933740796451","2.40933740796451",NA,NA,"40.0782307825852","40.0782307825852","TRUE","17","4","13","2.15950672804252e-29","1.27029807531913e-30","1.12707500873683e-15","1.28885958178972e-15","-1112.00721047358"
"420","Inf","298.15","1","21","1800","Curve 22","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","108.172820108198","1.94088484557346","17.2398704029806","27.1978446838912","2.11513330212384e-29","1186.5","1330","0.36125","0.7","27.233044637643","9.34545226265092e-16","81.8617871210787","78.618024985905",NA,NA,NA,"1.94296067781773","2.68615317721781e-16","16","1","0",NA,NA,"1.94296067781773","1.94296067781773",NA,NA,"27.233044637643","27.233044637643","TRUE","17","4","13","3.36251960850456e-29","1.97795271088504e-30","1.40639706729111e-15","1.60827657602898e-15","-1104.47942776664"
"420","Inf","298.15","1","21","1800","Curve 23","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","1","16","0","0","0","0","30.1561534168199","0.893900947142392","9.5192134848237","48.3960028657457","0.00130358182514464","44","1330","0.36125","0.7","47.1311735640994","1.55169860440551","30.7074170754563","30.2642184040683","0.00276768189389926",NA,NA,"0.908643619367036","0.0184431312237876","3","14","0","30.2587937475563","30.2696430605803","0.872495082168412","0.94479215656566",NA,NA,"44.0898442994646","50.1725028287342","FALSE","17","4","13","0.00134829880582223","7.93116944601314e-05","0.00890571133936708","0.0101840705396004","-102.27221434527"
"420","Inf","298.15","1","21","1800","Curve 24","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","196.850966438255","1.30166972296312","4.64957273555919","54.4488049838692","1.59323826396398","314","566","0.36125","0.7","54.5192736345858","3.32227388487562e-15","74.3418406373682","71.6778444516068","0.429123087224163","4.65390960584771","2.56395024851142e-16","1.3030618962229","3.50587550052706e-16","11","2","4","70.8367632006475","72.5189257025662","1.3030618962229","1.3030618962229","4.65390960584771","4.65390960584771","54.5192736345858","54.5192736345858","FALSE","17","4","13","1.96225423735048","0.115426719844146","0.339745080676889","0.388513363531223","21.5388801487726"
"420","Inf","298.15","1","21","1800","Curve 25","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","50.6245553234592","2.49787384963362","16.8286928239837","97.0125514828833","0.00425771225465682","44","1330","0.36125","0.7","79.5895968170718","2.87083523887683","52.103484778671","50.8113777886715","0.00483985152413373",NA,NA,"2.5246540898972","0.0341220845866289","3","14","0","50.8018916796842","50.8208638976588","2.45777480410741","2.59153337568699",NA,NA,"73.9627597488732","85.2164338852704","FALSE","17","4","13","0.00434809790750687","0.000255770465147463","0.0159928254272803","0.0182884955589086","-82.3670021865609"
"420","Inf","298.15","1","21","1800","Curve 26","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","127.330964149698","1.17498015220976","7.41226841844618","74.5418284428306","4.04908516976238","314","566","0.36125","0.7","74.63830185623","2.86754943846668e-15","121.575886334855","114.26757961386","0.684100601918048","7.41918218203324","5.12790049702284e-16","1.17623682732466","3.02602123462401e-16","11","2","4","112.926742434101","115.608416793619","1.17623682732466","1.17623682732466","7.41918218203324","7.41918218203324","74.63830185623","74.63830185623","FALSE","17","4","13","0.297526538174327","0.0175015610690781","0.132293465708167","0.151283365849126","-10.5289982384655"
"420","Inf","298.15","1","21","1800","Curve 27","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7","10","0","0","0","0","76.3647521974752","2.1763057248597","11.951271188017","77.7161267868942","1.72415411597367e-28","94","1330","0.36125","0.7","77.8167084359352","1.00399413044846e-14","79.4977226596641","76.4426171207874","9.1268045365077e-16",NA,NA,"2.17863334651503","3.24441999409405e-16","7","10","0","76.4426171207874","76.4426171207874","2.17863334651503","2.17863334651503",NA,NA,"77.8167084359352","77.8167084359352","TRUE","17","4","13","1.53877180324674e-28","9.05159884262786e-30","3.0085875161989e-15","3.4404514498567e-15","-1078.62448333138"
"420","Inf","298.15","1","21","1800","Curve 28","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","177.186014378048","0.935928632642608","13.9462257675081","38.037844683975","5.7451260613049e-29","1186.5","1330","0.36125","0.7","38.0870739662676","2.37969147532024e-15","116.664769456911","109.952103136537",NA,NA,NA,"0.93692963527211","6.83992131956639e-16","16","1","0",NA,NA,"0.936929635272108","0.936929635272111",NA,NA,"38.0870739662676","38.0870739662676","TRUE","17","4","13","3.71750701585402e-29","2.1867688328553e-30","1.47877274550734e-15","1.69104133049023e-15","-1102.77326169384"
"420","Inf","298.15","1","21","1800","Curve 29","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","0","4","0","0","0","103.964488587319","1.07639185810694","4.88998579178005","31.1276328918757","0.388706902355815","756","1330","0.36125","0.7","30.64668101488","0.200481032775373","67.1884198580801","65.0211880941133","0.211361209274281",NA,NA,"1.04095284246124","0.04300488001117","14","3","0","64.6069201239357","65.4354560642908","0.956663277639342","1.12524240728313",NA,NA,"30.2537381906403","31.0396238391198","FALSE","17","4","13","1.00955554385889","0.0593856202269934","0.243691649891812","0.278672063110704","10.2409563130588"
"420","Inf","298.15","1","21","1800","Curve 30","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","6","0","0","0","0","169.287978549674","0.521280090899672","15.4887065122835","96.2347834366374","2.67436172821567e-28","314","1330","0.36125","0.7","96.3593322737109","8.43895876176726e-15","187.379180937562","169.460592158547","3.04058074217533e-15",NA,NA,"0.52183761497095","8.90532803677792e-16","11","6","0","169.460592158547","169.460592158547","0.521837614970948","0.521837614970952",NA,NA,"96.3593322737109","96.3593322737109","TRUE","17","4","13","2.70184860038197e-28","1.58932270610704e-29","3.98663104150238e-15","4.55888701024372e-15","-1069.05430549096"
"420","Inf","298.15","1","21","1800","Curve 31","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7","0","10","0","0","0","170.289749053121","0.67984668384539","2.19146277448162","73.8044235687703","2.9866590603573","119.5","211","0.36125","0.7","69.9570226254257","1.53579102199541","51.6314038064502","50.3629515714981","1.28759664129791","2.18094867195455","0","0.642899257578887","0.0702303989503899","8","2","7","47.8392621545542","52.886640988442","0.505247675636123","0.780550839521652","2.18094867195455","2.18094867195455","66.9468722223147","72.9671730285367","FALSE","17","4","13","4.47422372145824","0.263189630674014","0.513020107475345","0.586660937421938","35.5509420124403"
"420","Inf","298.15","1","21","1800","Curve 32","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","25.4054650232894","0.990238768882118","8.48470067426562","47.3822878225474","0.00107227989200185","44","1330","0.36125","0.7","39.9413032911488","1.44070212138958","25.8114455602772","25.4992201501284","0.00242883473896549",NA,NA,"1.00339658206092","0.0171238526629707","3","14","0","25.49445963404","25.5039806662168","0.969833830841501","1.03695933328035",NA,NA,"37.1175271332252","42.7650794490724","FALSE","17","4","13","0.00109504298924277","6.44142934848686e-05","0.0080258515738125","0.00917791240400546","-105.809064887329"
"420","Inf","298.15","1","21","1800","Curve 33","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","0","4","0","0","0","147.068199436157","1.78609060978517","6.95146733865142","51.8971605829429","1.57421568023862","566","1330","0.36125","0.7","51.9643268482702","3.93470304278799e-15","98.7284352066755","93.9666215481026","0.407801387538627",NA,NA,"1.78800088513583","6.95111459719894e-16","13","4","0","93.1673308285269","94.7659122676783","1.78800088513583","1.78800088513584",NA,NA,"51.9643268482702","51.9643268482702","FALSE","17","4","13","6.09363939560551","0.358449376212089","0.598706419050346","0.68464698346641","40.8024568672907"
"420","Inf","298.15","1","21","1800","Curve 34","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","3","9","0","0","0","81.0989646630129","2.36892016471131","2.97427124302834","104.128751212382","5.41265623767618","157","314","0.36125","0.7","76.194344641195","4.81715591768923","58.6468945123211","57.0036881106492","0.939671809646051","2.89543135964504","8.10792259265082e-17","2.12661142425125","0.291380699910673","9","2","6","55.1619313637429","58.8454448575554","1.55550525242633","2.69771759607617","2.89543135964504","2.89543135964504","66.7527190425241","85.6359702398659","FALSE","17","4","13","11.2197789601134","0.659986997653729","0.812395838033239","0.929010182941351","51.1798126693925"
