"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","Ci","Ameas","Amodel","Ac","Aj","Ap","Rd","VPD","Tleaf","Cc","PPFD","Patm","Ci_original","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","132","4.35687848968264","4.35651010586314","4.35687848968264","14.0012143274106",NA,"1.60415510795857","1.5","25","132.004360870977","1800","100","132","0.000368383819504103","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","182","6.92162747928138","6.92094414174794","6.92162747928138","17.5565837285302",NA,"1.60415510795857","1.5","25","182.006927872014","1800","100","182","0.000683337533435413","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","240","9.52085641627947","9.51970449555668","9.52085641627947","20.2617850945552",NA,"1.60415510795857","1.5","25","240.009529233729","1800","100","240","0.00115192072279235","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","388","14.790923234438","14.7880333272496","14.790923234438","24.0860427154187",NA,"1.60415510795857","1.5","25","388.014802836163","1800","100","388","0.00288990718849824","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","473","17.1693598207358","17.1650540221036","17.1693598207358","25.3466538008285",NA,"1.60415510795857","1.5","25","473.017182236258","1800","100","473","0.00430579863224523","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","659","21.2666906809419","21.2577216278286","21.2666906809419","27.0851529216276",NA,"1.60415510795857","1.5","25","659.021279000629","1800","100","659","0.00896905311329022","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","853","24.4338844733756","24.4157782681367","24.4338844733756","28.1550318774134",NA,"1.60415510795857","1.5","25","853.024440218487","1800","100","853","0.0181062052388477","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","1044","26.8283882065958","26.7891849227873","26.8283882065958","28.8455987733218",NA,"1.60415510795857","1.5","25","1044.02681600092","1800","100","1044","0.039203283808483","FALSE","FALSE","FALSE","co-limited"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","1329","29.5264020374838","29.2181786994103","29.5264020374838","29.5264020374838",NA,"1.60415510795857","1.5","25","1329.02924742613","1800","100","1329","0.308223338073489","FALSE","FALSE","FALSE","co-limited"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","25","-1.46582208618282","-1.46588766643943","-1.46582208618282","-0.810085530193761",NA,"0.810085530193761","1.5","25","24.9985326449785","1800","100","25","6.55802566154051e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","33","-1.0239547490532","-1.02397613811856","-1.0239547490532","-0.810085530193761",NA,"0.810085530193761","1.5","25","32.9989749988607","1800","100","33","2.13890653630866e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","41","-0.592867529977303","-0.592868384723804","-0.592867529977303","4.92731214002224",NA,"0.810085530193761","1.5","25","40.9994065381534","1800","100","41","8.54746501910419e-07","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","47","-0.276391403540368","-0.2763935969527","-0.276391403540368","12.7093444940577",NA,"0.810085530193761","1.5","25","46.9997233297328","1800","100","47","2.1934123322076e-06","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","53","0.0343980383558136","0.0343944221119062","0.0343980383558132","19.7554221160643",NA,"0.810085530193761","1.5","25","53.000034428851","1800","100","53","3.61624390732285e-06","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","68","0.787476162768686","0.7874686508099","0.787476162768686","34.7635100278609",NA,"0.810085530193761","1.5","25","68.0007882569077","1800","100","68","7.51195878589961e-06","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","81","1.41388054281283","1.41386930282088","1.41388054281283","45.4191788146737",NA,"0.810085530193761","1.5","25","81.0014152845874","1800","100","81","1.12399919505179e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","107","2.5990004572548","2.59898093582422","2.5990004572548","62.1357470125121",NA,"0.810085530193761","1.5","25","107.002601582518","1800","100","107","1.95214305742653e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","132","3.66072085958707","3.66069253298269","3.66072085958707","74.2278282071589",NA,"0.810085530193761","1.5","25","132.00366435689","1800","100","132","2.8326604383011e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","182","5.58429602202522","5.58424832982553","5.58429602202522","91.3237068744703",NA,"0.810085530193761","1.5","25","182.005589838168","1800","100","182","4.76921996925839e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","240","7.53373132543177","7.53365939736286","7.53373132543177","104.331580067518",NA,"0.810085530193761","1.5","25","240.007541200598","1800","100","240","7.1928068911653e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","388","11.4863090150658","11.4861730721917","11.4863090150658","122.72039903475",NA,"0.810085530193761","1.5","25","388.011497670743","1800","100","388","0.000135942874106121","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","473","13.2701489001348","13.2699731994562","13.2701489001348","128.782006629181","18.1348159446942","0.810085530193761","1.5","25","473.013283256456","1800","100","473","0.000175700678580526","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","659","16.3431684848766","16.3429084980084","16.3431684848766","137.141523371111","18.1348159446942","0.810085530193761","1.5","25","659.016359267766","1800","100","659","0.000259986868179851","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","853","18.508836203651","18.1347544371889","18.718580401778","142.286001694816","18.1348159446942","0.810085530193761","1.5","25","853.018152907345","1800","100","853","0.374081766462119","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","1044","18.122787605855","18.1348008600996","20.5144707311113","145.60657025807","18.1348159446942","0.810085530193761","1.5","25","1044.01815295381","1800","100","1044","-0.0120132542445326","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","1329","17.7728240245767","18.1348077927779","22.5379952218346","148.880190714149","18.1348159446942","0.810085530193761","1.5","25","1329.01815296075","1800","100","1329","-0.361983768201231","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","25","-4.07328045398114","-4.07345978387653","-4.07328045398114","-2.28016403962933",NA,"2.28016403962933","1.5","25","24.9959224626788","1800","100","25","0.000179329895386715","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","33","-2.8649909847781","-2.86504947335565","-2.8649909847781","-2.28016403962933",NA,"2.28016403962933","1.5","25","32.9971320826093","1800","100","33","5.84885775429811e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","41","-1.68617982733645","-1.68715434294641","-1.68617982733645","-1.65106867024519",NA,"2.28016403962933","1.5","25","40.9983111568139","1800","100","41","0.000974515609957427","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","47","-0.820773542020219","-0.827800571980814","-0.820773542020219","-0.79778277309786",NA,"2.28016403962933","1.5","25","46.9991713707988","1800","100","47","0.00702702996059523","FALSE","FALSE","FALSE","co-limited"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","53","0.0290824627753761","-0.0332873780839726","0.0290824627753756","-0.0251929930070842",NA,"2.28016403962933","1.5","25","52.9999666793012","1800","100","53","0.0623698408593487","FALSE","FALSE","FALSE","co-limited"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","68","2.0883801088205","1.61719329485699","2.0883801088205","1.62041694224878",NA,"2.28016403962933","1.5","25","68.001618812107","1800","100","68","0.47118681396351","FALSE","FALSE","FALSE","co-limited"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","81","3.8012874732496","2.78626304676365","3.8012874732496","2.78879192282123",NA,"2.28016403962933","1.5","25","81.0027890520989","1800","100","81","1.01502442648595","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","107","7.04200655799828","4.61976815523205","7.04200655799828","4.62173365873168",NA,"2.28016403962933","1.5","25","107.004624392548","1800","100","107","2.42223840276622","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","132","9.5211629301915","5.945916702288","9.94528877322067","5.94760868483615",NA,"2.28016403962933","1.5","25","132.005951868571","1800","100","132","3.5752462279035","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","182","8.58873842090697","7.82075947496834","15.2053191413688","7.8221411337528",NA,"2.28016403962933","1.5","25","182.007828588063","1800","100","182","0.767978945938628","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","240","8.14159718564569","9.24725399042194","20.5360642543704","9.24843111078598",NA,"2.28016403962933","1.5","25","240.009256510501","1800","100","240","-1.10565680477625","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","388","7.70833421351753","11.2638186112587","31.3444168916478","11.2647321457974",NA,"2.28016403962933","1.5","25","388.011275093705","1800","100","388","-3.55548439774114","FALSE","TRUE","FALSE","Aj"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","473","7.59849965994051","7.42380428429153","36.2223401205398","11.9293765521762","7.4238063746891","2.28016403962933","1.5","25","473.00743123552","1800","100","473","0.174695375648973","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","659","7.46615087467013","7.4238046377577","44.6255346789306","12.845982577228","7.4238063746891","2.28016403962933","1.5","25","659.007431235874","1800","100","659","0.0423462369124366","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","853","7.39391675553254","7.42380480146524","51.1211159609872","13.410065403165","7.4238063746891","2.28016403962933","1.5","25","853.007431236038","1800","100","853","-0.0298880459326973","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","1044","7.3505091346512","7.42380489168447","56.0319912179663","13.7741597935033","7.4238063746891","2.28016403962933","1.5","25","1044.00743123613","1800","100","1044","-0.073295757033268","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","1329","7.30995544865113","7.42380497104095","61.5653337562453","14.1331064080514","7.4238063746891","2.28016403962933","1.5","25","1329.00743123621","1800","100","1329","-0.11384952238982","FALSE","FALSE","TRUE","Ap"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","25","-2.5513865114986","-2.551544462748","-2.5513865114986","-0.972031968775074",NA,"0.972031968775074","1.5","25","24.9974459014387","1800","100","25","0.000157951249399435","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","33","-1.4871402378953","-1.48719175387382","-1.48714023789531","-0.972031968775074",NA,"0.972031968775074","1.5","25","32.9985113195657","1800","100","33","5.15159785117181e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","41","-0.448858093123542","-0.448882878133252","-0.448858093123544","0.655353005789124",NA,"0.972031968775074","1.5","25","40.9995506677897","1800","100","41","2.47850097108149e-05","TRUE","FALSE","FALSE","Ac"
